prediction,reference,f1,em,tokens_used,num_api_calls,error
Sri Lanka,Sri Lanka,1.0,1,4693,4,
"March 1, 2017","March 1, 2017",1.0,1,4540,4,
Pearl Harbor,Pearl Harbor,1.0,1,7879,4,
"Atlanta, Georgia","Atlanta, Georgia",1.0,1,4191,4,
M.I.L.F. $,M.I.L.F. $,1.0,1,6688,5,
,RED,0.0,0,2509,1,Actor failed: APITimeoutError: Request timed out.
Calvin Coolidge,John Calvin Coolidge Jr.,0.6666666666666666,0,2571,2,
13-18,13-18,1.0,1,4309,4,
,Molière,0.0,0,4005,1,Actor failed: APITimeoutError: Request timed out.
1957,1957,1.0,1,4489,4,
Smriti Irani,Smriti Malhotra,0.5,0,7692,5,
Jessica Alba,Jessica Marie Alba,0.8,0,4051,4,
Ireland,Ireland,1.0,1,5397,4,
,33 km,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Board games,game,0.0,0,4840,4,
Kingdom of England,Kingdom of England,1.0,1,5509,4,
John le Carré,David John Moore Cornwell,0.28571428571428575,0,5170,4,
genera of plants,plants,0.5,0,4496,4,
Jason Statham,Jason Statham,1.0,1,4723,4,
Benny Andersson,Benny Andersson,1.0,1,5082,4,
2005,2005,1.0,1,6117,4,
Canada,Canada,1.0,1,2181,2,
Alan Sokal,Alan Sokal,1.0,1,6770,5,
general sejm,Sejm of the Polish–Lithuanian Commonwealth,0.28571428571428575,0,5018,4,
Na Do-hyang,Na Do-hyang,1.0,1,5105,4,
United States,United States,1.0,1,4244,4,
John Ritter,John Ritter,1.0,1,4739,4,
Oglala Lakota,"American Horse (Oglala Lakota: ""Wašíčuŋ Tȟašúŋke"" in Standard Lakota Orthography) (a/k/a ""American Horse the Elder"") (1830–September 9, 1876) was an Oglala Lakota warrior chief renowned for Spartan courage and honor.",0.125,0,5327,4,
China,People's Republic of China,0.4,0,3970,4,
Stellenbosch University,"Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students",0.0,0,18158,10,
Film director,film director,1.0,1,4193,4,
Philip Terzian,Philip Henry Terzian,0.8,0,4693,4,
,Saint-Étienne,0.0,0,3305,1,Actor failed: APITimeoutError: Request timed out.
Christopher Paolini,Christopher Paolini,1.0,1,4577,4,
Professor Emeritus,Professor Emeritus,1.0,1,4795,4,
"""Wait Till My Bobby Gets Home""",'Till) I Kissed You,0.2,0,3623,2,
9 January 2011,9 January 2011,1.0,1,4409,4,
Johnny English Reborn,Johnny English Reborn,1.0,1,9049,5,
New Orleans Arena,Smoothie King Center,0.0,0,6148,4,
2005 and 2007,"2005, 2007",0.8,0,18586,10,
Between Shades of Gray,Between Shades of Gray,1.0,1,7296,5,
2003,2003,1.0,1,4682,4,
SBS,SBS,1.0,1,6401,5,
Documentary films,film,0.0,0,4391,4,
World War II,World War II,1.0,1,4259,4,
Singer,singer,1.0,1,4657,4,
Rapture,Rapture,1.0,1,7669,5,
poet,poet,1.0,1,4523,4,
Blanck Mass,Blanck Mass,1.0,1,3887,4,
Lee Hong-gi,Lee Hong-gi,1.0,1,6239,4,
Hamilton,Hamilton,1.0,1,4195,4,
Julius Caesar,"Shakespeare's play ""Julius Caesar""",0.6666666666666666,0,2664,2,
"Based on the provided context, Disha Patani appears in the following films:
* **M.S. Dhoni: The Untold Story**
* **Baaghi 2**
* **Loafer** (also referred to as *Lofar*)",Hindi and Telugu films,0.06896551724137932,0,8341,5,
British Cunard Line,British Cunard Line,1.0,1,4394,2,
John Randle,John Anthony Randle,0.8,0,2728,2,
Ron Kovic,"Ronald Lawrence ""Ron"" Kovic",0.6666666666666666,0,2416,2,
Jay,Jay,1.0,1,3875,4,
United States,United States,1.0,1,2496,2,
Netherlands,Netherlands,1.0,1,2389,2,
"May 11, 1894","May 11, 1894",1.0,1,4038,4,
"October 28, 2016","October 28, 2016",1.0,1,4485,4,
"University of California, Berkeley","University of California, Berkeley",1.0,1,4060,4,
"September 23, 1991","September 23, 1991",1.0,1,7454,5,
Gregg Berhalter,Gregg Berhalter,1.0,1,6311,5,
Xinzhou,Xinzhou () is a prefecture-level city,0.33333333333333337,0,4716,4,
North Somercotes,North Somercotes,1.0,1,4543,4,
BNSF Railway,BNSF,0.6666666666666666,0,5180,4,
Scott Speedman is the actor who portrays the fictional character Michael Corvin in the *Underworld* film series.,Underworld,0.1111111111111111,0,5316,4,
Domesday Book,Domesday Book,1.0,1,4785,4,
United Kingdom,UK,0.0,0,4517,4,
More than 149,"more than 150 works, including five symphonies and eight operas.",0.30769230769230765,0,9202,6,
Apple A4,Apple A4,1.0,1,6773,4,
Documentary,documentary,1.0,1,4585,4,
No,no,1.0,1,5114,4,
Municipality,cities,0.0,0,3933,2,
National Basketball Association (NBA),National Basketball Association (NBA),1.0,1,5327,4,
English,English,1.0,1,4839,4,
Zimbabwe,Zimbabwe,1.0,1,4924,4,
Dark Horse,Dark Horse,1.0,1,6113,4,
Documentary film,documentary,0.6666666666666666,0,4752,4,
1843,1843,1.0,1,6117,5,
"The Peace Palace Library is located in **The Hague, Netherlands**.","It is located in The Hague, Netherlands, and was established to support the Permanent Court of Justice",0.5185185185185185,0,3880,4,
,English glam rock band,0.0,0,2030,1,Actor failed: APITimeoutError: Request timed out.
If My Friends Could See Me Now,If My Friends Could See Me Now,1.0,1,3573,2,
Stardust Resort and Casino,Stardust Resort and Casino,1.0,1,5349,5,
George Gipp,George Gipp,1.0,1,4828,4,
,Clint Eastwood,0.0,0,3687,1,Actor failed: APITimeoutError: Request timed out.
"April 2, 2011","April 2, 2011",1.0,1,4225,4,
Deep house,Deep house,1.0,1,5139,4,
Plant,plants,0.0,0,5050,4,
Benares gharana,Benares gharānā,0.5,0,4270,4,
Grand Old Party,Grand Old Party,1.0,1,4556,4,
He was named Pakistan's ODI Captain.,He took up the Test captaincy,0.16666666666666666,0,4946,4,
30 June to 22 July 2007,30 June to 22 July 2007,1.0,1,4957,4,
Mallow family,mallow,0.6666666666666666,0,4301,4,
Nevada,Nevada,1.0,1,2081,2,
American Hairless Terrier,American Hairless Terrier,1.0,1,5635,4,
Istanbul,"Istanbul, Turkey",0.6666666666666666,0,4986,4,
The Borrowers,The Borrowers,1.0,1,9307,6,
"Alfred Brendel, Sir John Eliot Gardiner, Sir Neville Marriner, the Academy of St. Martin in the Fields, Mitsuko Uchida, Julian Lloyd Webber, Sir Colin Davis, and André Rieu were successful artists at Philips Classics Records.",Alfred Brendel,0.1081081081081081,0,6090,5,
Félix du Temple de la Croix was an inventor who developed some of the first early flying machines. He is credited with the first successful flight of a powered aircraft (a model plane) in 1857 and is sometimes credited with the first manned powered flight in history in 1874.,aircraft of any sort,0.07547169811320753,0,5537,4,
Vincenzo Natali,Vincenzo Natali,1.0,1,5367,4,
League Two,League Two,1.0,1,4823,4,
,Run-D.M.C.,0.0,0,3366,1,Actor failed: APITimeoutError: Request timed out.
Australian 1974 World Cup squad,1974 World Cup squad,0.888888888888889,0,4226,4,
Michael Stipe,Michael Stipe,1.0,1,6456,5,
Morten Lauridsen,Morten Lauridsen,1.0,1,5710,5,
The Denver Broncos,Denver Broncos,0.8,0,5751,5,
Yes,yes,1.0,1,4590,4,
Shia LaBeouf,Shia LaBeouf,1.0,1,5544,4,
"November 20, 1963","November 20, 1963",1.0,1,4608,4,
R2Bees,R2Bees,1.0,1,6978,5,
Female,Ladies,0.0,0,4193,4,
,New Jersey,0.0,0,29315,13,Actor failed: APITimeoutError: Request timed out.
"January 20, 2016","January 20, 2016",1.0,1,4227,4,
TVB television,TVB television,1.0,1,4924,4,
the Devil's Broom fire,the Devil's Broom fire,1.0,1,4413,4,
Remington,Remington,1.0,1,5965,5,
Johnson & Johnson,Johnson & Johnson,1.0,1,5017,4,
Robin Pingeton,Robin Pingeton,1.0,1,7230,5,
Bob Iger,Bob Iger,1.0,1,10907,6,
Yes,no,0.0,0,10969,8,
Villa Riachuelo,Villa Riachuelo,1.0,1,4689,4,
Suran,Shin Su-ran,0.6666666666666666,0,6085,5,
Jet,Jet,1.0,1,5408,4,
China,People's Republic of China,0.4,0,3931,4,
ESPN,ESPN,1.0,1,4776,4,
2011,2011,1.0,1,4496,4,
Lewis's,Lewis's,1.0,1,12274,5,
Flinders Street railway station,Flinders Street railway station,1.0,1,4613,4,
Ottis Toole,Ottis Toole,1.0,1,4987,4,
Dog,dog,1.0,1,4517,4,
Experience point,experience point,1.0,1,7181,5,
Mildred J. Hill,Mildred J. Hill,1.0,1,5182,4,
Tennis,tennis,1.0,1,5333,4,
,Ravi Udyawar,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Dave Foley,Dave Foley,1.0,1,6165,5,
"traditionalist root sounds (similar to neotraditional country) with the outspoken, care-free views of outlaw country","traditionalist root sounds (similar to neotraditional country) with the outspoken, care-free views of outlaw country",1.0,1,7041,5,
Felix Dennis,Felix Dennis,1.0,1,12876,6,
ABC,ABC,1.0,1,4164,4,
"Based on the provided documents, the main differences between *Texas Monthly* and *Lucky* are:

* **Subject Matter:** *Texas Monthly* chronicles life in contemporary Texas, covering politics, the environment, industry, education, and leisure topics like music and dining. *Lucky* was a fashion and lifestyle magazine.
* **Publication Status:** *Texas Monthly* is a currently published monthly magazine. *Lucky* folded in June 2015.
* **Founding and Ownership:** *Texas Monthly* was founded in 1973 by Michael R. Levy and is currently owned by Genesis Park, LP. *Lucky* was founded in 2000 by Kim France and was published under the Condé Nast subsidiary.
* **Headquarters:** *Texas Monthly* is headquartered in Austin, Texas. *Lucky* was a Condé Nast publication (typically based in New York).",first published in 2000,0.05084745762711864,0,6005,4,
Dog,dog,1.0,1,2021,2,
1983 Summer Universiade,1983 Summer Universiade,1.0,1,5418,4,
Erik Paulsen,Erik Paulsen,1.0,1,5501,4,
Grace Kelly,Grace Kelly,1.0,1,4858,4,
The Magic Roundabout,The Magic Roundabout,1.0,1,7360,5,
Taki's Magazine,Taki's Magazine,1.0,1,4866,4,
Galadriel,Galadriel,1.0,1,4384,4,
Elisabeth Hauptmann,Elisabeth Hauptmann,1.0,1,4727,4,
Operation Paperclip,Operation Paperclip,1.0,1,4103,4,
"Philadelphia Phillies, Seattle Mariners, St. Louis Cardinals, Cleveland Indians, San Francisco Giants, and Milwaukee Brewers",Indians,0.125,0,6332,4,
Vicki Leekx,Vicki Leekx,1.0,1,5038,4,
1967 Atlantic hurricane season,1967 Atlantic hurricane season,1.0,1,5528,4,
Film director,film director,1.0,1,4449,4,
Yes,yes,1.0,1,4895,4,
1995,1995,1.0,1,4611,4,
Toyota Century,Toyota Century,1.0,1,7021,5,
Spain,Spain,1.0,1,4330,4,
Chinese personal names,Chinese name,0.4,0,4807,4,
"Franklin Square, New York",Garden City South,0.0,0,4095,4,
Margaret Mitchell,A. E. W. Mason,0.0,0,4743,4,
Jean Terrell,Jean Terrell,1.0,1,4960,4,
,L’Étranger,0.0,0,1597,1,Actor failed: APITimeoutError: Request timed out.
Chicago Outfit,Chicago Outfit,1.0,1,4824,4,
Kriss Akabusi,Kriss Akabusi,1.0,1,5571,5,
China,China,1.0,1,4578,4,
Writer,writer,1.0,1,4301,4,
Game,game,1.0,1,5253,4,
"Debussy's ""Sarabande"" and ""Danse""",Debussy,0.0,0,5566,4,
Marvel Comics,Marvel Comics,1.0,1,4644,4,
23 May 1990,23 May 1990,1.0,1,4917,4,
Richard Li,Richard Li,1.0,1,5756,5,
Mark Bickley,Mark Bickley,1.0,1,6402,5,
Iowa State University,Iowa State University,1.0,1,6177,5,
8 January 871,8 January 871,1.0,1,4133,4,
"Based on the provided texts, Alessandro Scarlatti and Nikolai Rimsky-Korsakov are both **composers who are well-known for writing operas**.",composer,0.0,0,10820,5,
"The title *What Dreams May Come* is derived from the ""To be, or not to be"" soliloquy in William Shakespeare's play *Hamlet*.",Hamlet's,0.0,0,21051,13,
Saturday Night Live,Saturday Night Live,1.0,1,6342,4,
Shaquille O'Neal's All-Star Comedy Jam Tour,All-Star Comedy Jam Tour,0.8,0,5374,4,
1898,1898,1.0,1,5047,4,
Defensive coordinator,defensive coordinator,1.0,1,7782,5,
American,American,1.0,1,5174,4,
Hubert H. Humphrey Metrodome,Hubert H. Humphrey Metrodome,1.0,1,4537,4,
Mayor Quimby,Mayor Quimby,1.0,1,10030,5,
The Dressmaker,The Dressmaker,1.0,1,5307,4,
Osho,Rajneesh,0.0,0,5277,4,
KPMG,KPMG,1.0,1,4921,4,
Comanche people,Comanche,0.6666666666666666,0,4652,4,
Lord Voldemort,Lord Voldemort,1.0,1,4750,4,
Gold Coast,Gold Coast,1.0,1,2607,2,
Walt Disney Pictures,Walt Disney Animation Studios,0.5714285714285715,0,6548,4,
,television,0.0,0,1888,1,Actor failed: APITimeoutError: Request timed out.
United States,United States,1.0,1,2221,2,
Mountain goat,white goat,0.5,0,6669,5,
1983,1983,1.0,1,4768,4,
Yu-Gi-Oh! Trading Card Game,Yu-Gi-Oh,0.4,0,5245,4,
Bangladesh,Bangladesh,1.0,1,6213,4,
1931,1931,1.0,1,4746,4,
,Caleb Casey McGuire Affleck-Boldt,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
William Corlett,William Corlett,1.0,1,4581,4,
,was written by William H. Macy,0.0,0,2160,1,Actor failed: APITimeoutError: Request timed out.
"August 30, 2003","August 30, 2003",1.0,1,4664,4,
"Yes, both magazines have a similar readership as they are weekly publications aimed at women.",yes,0.125,0,5571,4,
Russell T Davies,Russell T Davies,1.0,1,4592,4,
"Based on the context provided, Adailiya's Water Towers Park likely serves **recreational and leisure purposes** for the local community, providing a public green space for relaxation and social activities.","the distribution of potable water, and to provide emergency storage for fire protection",0.1904761904761905,0,13614,7,Actor failed: APITimeoutError: Request timed out.
,motion picture company,0.0,0,1483,1,Actor failed: APITimeoutError: Request timed out.
Ernst Röhm,Ernst Julius Günther Röhm,0.6666666666666666,0,5791,4,
Elise Stefanik,Republican Elise Stefanik,0.8,0,5770,5,
South Coast,South Coast,1.0,1,5060,4,
2000,2000,1.0,1,5906,4,
Glamour,Glamour,1.0,1,5039,4,
Alden Ehrenreich,Alden Ehrenreich,1.0,1,5983,4,
2007,2007,1.0,1,4381,4,
"January 1, 1972","January 1, 1972",1.0,1,5405,5,
United States,United States,1.0,1,4531,4,
Brasstown Bald,Brasstown Bald,1.0,1,5177,4,
National Alliance,National Alliance,1.0,1,6237,4,
1994,1994,1.0,1,4814,4,
Mike Leach,Michael Charles Leach,0.4,0,4642,4,
Both are used for hunting.,used for hunting,0.7499999999999999,0,5260,4,
Yes,The 2017 Macanese general election took place on 17 September 2017 according to the provisions of the Basic Law of Macau.,0.0,0,4785,4,
Dieppe Raid,Dieppe Raid,1.0,1,5122,4,
"The film revolves around two trolls on a quest to save their village from destruction by the Bergens, creatures who eat trolls.","two trolls on a quest to save their village from destruction by the Bergens, creatures who eat trolls.",0.9,0,6374,5,
"December 9, 1985","December 9, 1985",1.0,1,7956,4,
Tower of London,Tower of London,1.0,1,5645,4,
Adult Swim,Adult Swim,1.0,1,4511,4,
American,American,1.0,1,4533,4,
Tennis player,tennis professional,0.5,0,4151,4,
No.,no,1.0,1,7623,4,
Shrii Shrii Ánandamúrti,Shrii Shrii Ánandamúrti,1.0,1,5936,5,
Ben Affleck,Ben Affleck,1.0,1,2915,2,
Film director,film director,1.0,1,4446,4,
,Russell Crowe,0.0,0,2014,1,Actor failed: APITimeoutError: Request timed out.
In the Name of the Father,In the Name of the Father,1.0,1,6066,5,
InBev,InBev,1.0,1,6617,5,
Western Roman Empire,Western Roman Empire,1.0,1,4293,4,
"Islam, Hinduism, Sikhism, Judaism, and Buddhism.","Islam, Hinduism, Sikhism, Judaism and Buddhism",1.0,1,4416,4,
Chinese Journal of Physics,Chinese Journal of Physics,1.0,1,7370,5,
"They refer to the same location; **Wainscott** is a hamlet and census-designated place located in the Town of East Hampton, **New York**. (Additionally, notable landmarks and former infrastructure in the area, such as the Wainscott Windmill and the former Wainscott LIRR station, are located within this hamlet).",United States,0.0,0,6545,4,
"The iBook was the first mass consumer product to offer Wi-Fi network connectivity, which Apple branded as **AirPort** (a line of Apple's wireless networking products).",Apple,0.07692307692307693,0,5141,4,
Georgia O'Keeffe,Georgia Totto O'Keeffe,0.8,0,5153,4,
They are both film directors.,film director.,0.28571428571428575,0,7997,5,
1959,1959,1.0,1,4419,4,
Yes,yes,1.0,1,5099,4,
William P. Young,William P. Young,1.0,1,9903,4,
"They are both public airports located in the United States. Additionally, for both airports, the IATA code is identical to the FAA Location Identifier (XNA for Northwest Arkansas Regional Airport and MMH for Mammoth Yosemite Airport).",public,0.05405405405405406,0,6162,4,
David Ignatow,David Ignatow,1.0,1,4921,4,
Cha Tae-hyun,Cha Tae-hyun,1.0,1,4894,4,
"Washington, D.C.","Washington, D.C.",1.0,1,4397,4,
Nas,Nas,1.0,1,6067,5,
South Africa,South Africa,1.0,1,4417,4,
Roy Spencer,Roy Spencer,1.0,1,7172,4,
Caleb Shomo,Caleb Joshua Shomo,0.8,0,5708,4,
Mickey Arthur,coached by Mickey Arthur,0.6666666666666666,0,4381,4,
Comedy Central,"Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .",0.23529411764705882,0,4415,4,
Brad Pitt,Brad Pitt,1.0,1,6348,5,
Pitcher,pitcher,1.0,1,4741,4,
No,no,1.0,1,5166,4,
American,American,1.0,1,5396,4,
British Army,the British Army,0.8,0,4022,4,
Rochdale A.F.C.,Rochdale Association Football Club,0.3333333333333333,0,6245,4,
2007,2007,1.0,1,4517,4,
Magazine,magazine,1.0,1,4713,4,
,Elizabeth Olsen,0.0,0,1255,1,Actor failed: APITimeoutError: Request timed out.
Anti,Anti,1.0,1,7232,5,
Bindy Johal,Bindy Johal,1.0,1,8412,6,
1,one estate,0.0,0,4653,4,
Marine Corps Air Station Yuma,Marine Corps Air Station Yuma,1.0,1,6895,5,
"2,902,400","Total space, 2,902,400 square meters",0.33333333333333337,0,6942,5,
A Charlie Brown Christmas,A Charlie Brown Christmas,1.0,1,9125,5,
St. Louis,independent city,0.0,0,5991,4,
,QueerTelevision,0.0,0,2803,1,Critic returned invalid structured output
Disney's Animal Kingdom,Disney's Animal Kingdom in the Walt Disney World Resort.,0.5,0,4490,4,
Derry,Derry,1.0,1,3910,4,
,tennis player,0.0,0,2934,3,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Gillette,Gillette,1.0,1,4633,4,
Philip Seymour Hoffman,Philip Seymour Hoffman,1.0,1,6481,4,
Paradise,Paradise,1.0,1,4207,4,
5 April 1955,5 April 1955,1.0,1,4538,4,
Laveen,"Laveen, Arizona",0.6666666666666666,0,17796,9,
Music,musician,0.0,0,4343,4,
"November 12, 2010","November 12, 2010",1.0,1,6197,5,
Swimmer,swimmer,1.0,1,5054,4,
Marloes Coenen,Marloes Coenen,1.0,1,5406,5,
,South Korean,0.0,0,1894,1,Actor failed: APITimeoutError: Request timed out.
1999,1999,1.0,1,5086,4,
Queen of Iceland,Queen of Iceland,1.0,1,4844,4,
"Tokyo, Japan",based in New York City,0.0,0,7168,4,
Professional tennis players,professional tennis player,0.6666666666666666,0,8051,5,
United States,United States,1.0,1,5176,4,
"Meena Rana is a famous Uttarakhandi singer known for performing Garhwali and Kumaoni music. She is considered one of the best female singers of Uttarakhand and is often referred to as the ""Lata Mangeshkar"" of the region.",famous Uttarakhandi singer,0.15,0,4711,4,
New Jersey State Police Museum,New Jersey State Police Museum,1.0,1,4293,4,
Professor Charles Xavier,Professor Charles Xavier,1.0,1,4777,4,
Samuel Alito,Samuel Anthony Alito Jr.,0.6666666666666666,0,6539,5,
Northwestern Mutual,United States Supreme Court,0.0,0,47586,16,
Yes,yes,1.0,1,4530,4,
2004,2004,1.0,1,4041,4,
,American politician,0.0,0,1698,1,Actor failed: APITimeoutError: Request timed out.
1668,1668,1.0,1,6042,5,
"""cock of the game""",cock of the game,1.0,1,9553,5,
