prediction,reference,f1,em,tokens_used,num_api_calls,error
"Auguste von Müller played Dalila in **Weimar** at the **Grossherzogliches Theater** (now the Staatskapelle Weimar) during the world premiere of the opera on December 2, 1877.",Grossherzogliches (Grand Ducal) Theater,0.13333333333333336,0,4818,5,
1900,1900,1.0,1,4856,5,
The 1980s,developed by Ivasim in 1980s,0.28571428571428575,0,3290,4,
NBC,NBC's Discovery Kids,0.0,0,4810,5,
"Daniel Awde was born in the **United Kingdom** (specifically in Hammersmith, London).",United Kingdom,0.2857142857142857,0,3064,4,
"Arthur Charles Wellesley, 9th Duke of Wellington",Duke of Wellington,0.6,0,6073,5,
The Game Plan,The Game Plan,1.0,1,3549,4,
Stargate SG-1,Twin Peaks,0.0,0,6303,4,
Tennis,tennis player,0.6666666666666666,0,3492,4,
3,three-door,0.0,0,3937,4,
Ortigas Center,Ortigas Center,1.0,1,7203,5,
"May 16, 1946","May 16, 1946",1.0,1,4268,5,
Chris Anderson,Chris Anderson,1.0,1,2983,4,
No,no,1.0,1,3557,4,
"The Hacienda Hotel/Casino, which was controlled by Argent Corporation, operated from **1956 to 1996**.",from 1956 to 1996,0.4444444444444445,0,5261,5,
,Aloe,0.0,0,5309,5,Actor failed: APITimeoutError: Request timed out.
1787,1787,1.0,1,4296,4,
Reginald Denny,Reginald Denny,1.0,1,4361,5,
,Portezuelo Formation,0.0,0,917,1,Actor failed: APITimeoutError: Request timed out.
Europe,Europe,1.0,1,2894,4,
"Salford, Greater Manchester",Greater Manchester,0.8,0,4079,5,
"Ateneo de Davao University offers **grade school** and **high school** education, which the University of Minnesota does not.",a grade school and high school,0.4166666666666667,0,4440,4,
Alberto Zaccheroni,Alberto Zaccheroni,1.0,1,6058,5,
London Stock Exchange,the London Stock Exchange,0.8571428571428571,0,4501,5,
Dick Van Patten,Dick Van Patten,1.0,1,4525,5,
The chemical elements,all the chemical elements,0.8571428571428571,0,3432,4,
Melbourne,Melbourne,1.0,1,3382,4,
,American,0.0,0,3662,1,Actor failed: APITimeoutError: Request timed out.
1973,1973,1.0,1,5838,5,
Alexandra Feodorovna,Alexandra Feodorovna,1.0,1,3634,4,
Las Vegas,"Las Vegas, Nevada",0.8,0,4299,5,
,Cafaro Company,0.0,0,1036,1,Actor failed: APITimeoutError: Request timed out.
A-Gon (or Titán),A-Gon,0.5,0,4223,4,
New Jersey,New Jersey,1.0,1,3019,4,
23 June 2013,23 June 2013.,1.0,1,4656,5,
Dean Koontz,Dean Ray Koontz,0.8,0,3739,4,
Stephen King,Stephen King,1.0,1,3237,4,
,born in Africa or are of African descent,0.0,0,1598,1,Actor failed: APITimeoutError: Request timed out.
Cheers (Drink to That),"""Cheers (Drink to That)""",1.0,1,3528,4,
Abbasid,Tahirid dynasty,0.0,0,8985,5,
The Royal Exchange Theatre and the Royal Exchange Shopping Centre,the Royal Exchange Theatre and the Royal Exchange Shopping Centre.,1.0,1,3905,5,
"No, neither *Nicotiana* nor *Encyclia* is a genus of pine trees. *Nicotiana* is a genus of herbaceous plants and shrubs in the nightshade family (Solanaceae), commonly known as tobacco, while *Encyclia* is a genus of orchids.",no,0.05405405405405406,0,4026,4,
"No, they are not from the same country. *The One Percent* is an American documentary, while *Air Force, Incorporated* is an Argentine documentary.",no,0.08333333333333333,0,3813,4,
Sheldon Silver,Sheldon Silver,1.0,1,4573,5,
The Moscow Satyricon Theatre,Moscow Satyricon Theatre,0.8571428571428571,0,4114,4,
"The alphabetically first animator of *The Country Cousin* is Art Babbitt (the other animator being Les Clark). According to the provided text, Art Babbitt received **over 80** awards.",over 80,0.13333333333333333,0,5341,5,
"No, Pelle Almqvist is from Sweden, while Mariqueen Maandig is from the Philippines (and is Filipino American).",no,0.1111111111111111,0,3998,4,
Ruth Madoff,Ruth Madoff,1.0,1,4330,4,
1809,1809,1.0,1,3910,4,
Australia,Australia,1.0,1,4095,5,
,Peter Auty,0.0,0,1493,1,Actor failed: APITimeoutError: Request timed out.
Freedomland U.S.A. was an amusement park located in Baychester.,formerly home to the amusement park,0.26666666666666666,0,3080,4,
Jason Eady represents the **Texas country** (or **Red Dirt**) music subgenre.,Texas country music,0.42857142857142855,0,4341,5,
Donald Duck,Donald Duck,1.0,1,3878,4,
"Richard Fisk, the son of the Kingpin (created by Stan Lee and John Romita Sr. in 1967), is a criminal character who was originally a villain but later became an antihero.",originally a villain,0.17647058823529413,0,5152,4,
Film director,director,0.6666666666666666,0,3372,4,
1868 to 1914,1868 to 1914,1.0,1,3984,5,
Alex Chilton,Alexander Chilton,0.5,0,3378,4,
"His father, Joshua son of Sirach (also known as Jesus son of Sirach or Yeshua ben Eliezer ben Sira).",his father Joshua,0.2727272727272727,0,8198,5,
Kevin Wilson,Kevin Reece Wilson,0.8,0,4925,5,
Selena Gomez,Selena Gomez,1.0,1,5597,5,
Arizona,Arizona,1.0,1,3534,4,
Lost Frequencies,Lost Frequencies,1.0,1,4568,5,
PepsiCo,the Pepsi-Cola company,0.0,0,3375,4,
5 days,5 days per decade,0.6666666666666666,0,4739,5,
Nearly 11 million,Nearly 11 million,1.0,1,4024,5,
"No, only **Die Macher** is a German board game. It was designed by Karl-Heinz Schmiel of Germany and is based on the German electoral system. **Quoridor**, on the other hand, was designed by Mirko Marchesi and published by Gigamic Games (a French publisher).",no,0.04545454545454545,0,5049,4,
Diabetes,diabetes,1.0,1,3577,4,
Comic Court,Comic Court,1.0,1,5202,5,
"Nothing, as the monarchy was abolished in 1649. Instead, Scotland was declared part of the **Commonwealth of England** in February 1652.",The I'Anson Baronetcy of Bassetbury,0.15384615384615385,0,9047,4,
The Manhattan Project,the Manhattan Project,1.0,1,4483,5,
No.,yes,0.0,0,9522,5,
Maytenus,Maytenus,1.0,1,3557,4,
Lüliang,Lüliang,1.0,1,3464,4,
"No, the Shiba Inu is a small breed (the smallest of the Japanese spitz breeds), while the Leonberger is a giant breed.",no,0.08695652173913045,0,3950,4,
Rufus Sewell,Kevin,0.0,0,12684,7,
,monthly,0.0,0,1343,1,Actor failed: APITimeoutError: Request timed out.
Chuck Daly,Chuck Daly,1.0,1,4363,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,3674,4,
"Yes, the Staffordshire Bull Terrier is bigger than the Miniature American Shepherd. The Staffordshire Bull Terrier is described as a medium-sized breed, whereas the Miniature American Shepherd is a small breed.",yes,0.0625,0,3370,4,
2000,2000,1.0,1,5379,5,
Bayern Munich,Bayern Munich,1.0,1,4323,5,
Lari White,Lari Michele White,0.8,0,4119,4,
D.O.,D.O.,1.0,1,4548,5,
National Artist of the USSR,National Artist of the USSR,1.0,1,4793,5,
,Universal Pictures,0.0,0,1091,1,Actor failed: APITimeoutError: Request timed out.
Robert Hanssen,Robert Philip Hanssen,0.8,0,3101,4,
Franciscus Junius the Elder,Jacobus Arminius,0.0,0,9061,4,
"No, the TEC-1 was a single-board kit computer, while the Memotech MTX was a home computer.",no,0.11764705882352941,0,7234,5,
Beverly Hills,Beverly Hills,1.0,1,4549,5,
Debra Lehrmann,Judge Debra Lehrmann,0.8,0,7479,5,
J. R. R. Tolkien,J. R. R. Tolkien,1.0,1,6153,4,
Bulbophyllum,Bulbophyllum,1.0,1,3321,4,
"The USS Elrod was named after Henry T. Elrod, who attended the **University of Georgia** and **Yale University**.",University of Georgia and Yale University,0.5,0,4102,4,
1967,1967,1.0,1,4646,5,
Roy Hilton played as a **defensive end**.,defensive end,0.4444444444444445,0,3275,4,
1982,1982,1.0,1,4669,4,
Well over one-half of the land area.,over one-half of the land area,0.923076923076923,0,4809,4,
"The Korean War lasted longer. It lasted for 3 years, 1 month, and 2 days (June 25, 1950 – July 27, 1953), whereas the Battle of Mindanao lasted for about 5 months (March 10 – August 15, 1945).",Korean War,0.10526315789473684,0,4011,4,
Stratford-upon-Avon,the town of Stratford-upon-Avon,0.4,0,4771,5,
Great Britain,the island of Great Britain,0.5714285714285715,0,9391,7,
"Bill Paxton, Billy Bob Thornton, and Bridget Fonda","Bill Paxton, Billy Bob Thornton and Bridget Fonda",1.0,1,3250,4,
Paul Allen,Paul Allen,1.0,1,4325,5,
"No, they were not released in the same year. *Victory Through Air Power* was released in 1943, while *Encounters at the End of the World* was released in 2007 (with a North American release in 2008).",no,0.05405405405405406,0,3907,4,
The President of Egypt (Gamal Abdel Nasser) was known to call the Egyptian revolution of 1952 the **July 23 Revolution**.,July 23 revolution,0.2608695652173913,0,4164,4,
Elliptical,An elliptical galaxy,0.5,0,4186,4,
Allan,Heywood,0.0,0,4560,5,
,Rigveda Wiki,0.0,0,1079,1,Actor failed: APITimeoutError: Request timed out.
Elizabeth,Elizabeth,1.0,1,4651,4,
Memories of Murder,Memories of Murder,1.0,1,3658,4,
Florida Atlantic,Florida Atlantic,1.0,1,4457,5,
Amsterdam Airport Schiphol,Amsterdam Airport Schiphol,1.0,1,5362,5,
Pink Gin,Pink Gin,1.0,1,3351,4,
American Civil War,American Civil War,1.0,1,3276,4,
"The Operation M.D. released their debut album first (February 2007, compared to Framing Hanley's August 2007).",The Operation M.D.,0.3157894736842105,0,3937,4,
Now Is Good,Now Is Good,1.0,1,3690,4,
Conor Cruise O'Brien,an Irish politician,0.0,0,3059,4,
Documentary films,documentary film,0.5,0,4098,4,
Yes,the third largest city in the country,0.0,0,4213,5,
1957,1957,1.0,1,4021,5,
Jeremy Hunt,Jeremy Richard Streynsham Hunt,0.6666666666666666,0,5246,5,
,Leicester City Football Club,0.0,0,874,1,Actor failed: APITimeoutError: Request timed out.
A Super Bowl ring,Super Bowl ring,0.8571428571428571,0,3862,4,
"Yes, both Maurice White and Carol Decker were singers. Maurice White was the co-lead singer and founder of Earth, Wind & Fire, while Carol Decker is best known as the lead singer and frontwoman for the band T'Pau.",yes,0.052631578947368425,0,3752,4,
"Yes, both John Collier and Martin Amis are British.",yes,0.19999999999999998,0,3863,4,
The actor born in 1899 who starred in *The Tuttles of Tahiti* is Charles Laughton. He was trained at the **Royal Academy of Dramatic Art** in London.,London at the Royal Academy of Dramatic Art,0.45714285714285713,0,4758,5,
,Kansas,0.0,0,2104,1,Actor failed: APITimeoutError: Request timed out.
Wilderness Road,The Wilderness Road,0.8,0,4841,4,
1983,1983,1.0,1,3796,5,
,Four,0.0,0,3293,1,Actor failed: APITimeoutError: Request timed out.
"Copenhagen and Herning, Denmark",The 2018 IIHF World Championship,0.0,0,5696,5,
JWoww (Jenni Farley),"Jenni ""JWoww"" Farley",1.0,0,3888,4,
"Based on the provided text, the English translation of the name of the encyclical written by Pope Francis (the Bishop of Rome and sovereign of Vatican City) is **""Praise be to you""** (it also carries the English subtitle **""On Care For Our Common Home""**).",Praise be to you,0.16666666666666669,0,5480,4,
Navy,Navy,1.0,1,4781,5,
Bob Edwards,Bob Edwards,1.0,1,4486,4,
Canary Islands,"Canary Islands, Spain",0.8,0,3699,4,
,The Norwegian Buhund,0.0,0,7476,5,Actor failed: APITimeoutError: Request timed out.
Nicholas II of Russia's father was **Alexander III**.,Emperor Alexander III,0.36363636363636365,0,3999,4,
Yellow Loveless,Yellow Loveless,1.0,1,4745,4,
Raja Gosnell,Chris Columbus,0.0,0,4902,5,
"June 21, 2016","June 21, 2016",1.0,1,4122,5,
1810,1810,1.0,1,5062,5,
Michael Grant,Michael Grant,1.0,1,5183,5,
"March 28, 2014","March 28, 2014",1.0,1,4422,5,
Las Vegas,Paradise and Winchester,0.0,0,3137,4,
"Yes, both movies were released in 2009.",yes,0.25,0,4208,4,
Russian classical music,classical,0.5,0,5273,4,
English,English,1.0,1,4172,5,
Aealo is the tenth full-length album by the Greek extreme metal band Rotting Christ.,Greek extreme metal band,0.4444444444444445,0,7911,5,
Brendan O'Brien,Brendan O'Brien,1.0,1,4117,5,
"Yes, Charles Gounod lived past 1875 (he died in 1893), whereas Mikhail Glinka died in 1857.",Charles-François Gounod,0.1111111111111111,0,3830,4,
Cheltenham & Gloucester Building Society,Cheltenham & Gloucester,0.6666666666666666,0,3645,4,
"Prince William, Duke of Cambridge",Prince William,0.5714285714285715,0,4900,5,
,General Manager,0.0,0,2880,1,Actor failed: APITimeoutError: Request timed out.
"PJ Harvey has a broader scope of profession, as she is a musician, singer-songwriter, writer, poet, and composer, whereas Salt is simply a Swedish grunge alternative rock band.",Polly Jean Harvey,0.06451612903225806,0,3609,4,
Monthly,monthly,1.0,1,6569,5,
25 January 1890,25 January 1890,1.0,1,4168,5,
"Marcy Playground was formed first. The band had a hit song in 1997, whereas Loudspeakers was formed in 2009.",Marcy Playground,0.1904761904761905,0,5048,5,
Robert Stevenson,Robert Stevenson,1.0,1,3408,4,
The Red Ribbon (in Tanghe River Park),the Red Ribbon,0.6,0,9738,6,
"6,735","6,735",1.0,1,4372,5,
The documentary television show *Inked* was filmed in the **Las Vegas Valley** (specifically at the Hart & Huntington Tattoo Company).,Las Vegas Valley,0.2727272727272727,0,3031,4,
