prediction,reference,f1,em,tokens_used,num_api_calls,error
Dirt,Dirt,1.0,1,2385,3,
The Fantastic The,The Fantastic The,1.0,1,3478,4,
1988,1988,1.0,1,3152,4,
722664,"722,664",1.0,1,3263,4,
Max Gail,Max Gail,1.0,1,3341,4,
Yes,yes,1.0,1,2002,3,
Gillette Stadium,Gillette Stadium,1.0,1,2909,4,
Fu Manchu,Fu Manchu,1.0,1,3116,4,
Lullwater Estate,Lullwater Estate,1.0,1,7535,7,
"Based on the available context chunks, I don't see information about who invented the type of script used in autographs. The chunks cover various ancient writing systems like cuneiform, Gupta script, Coptic alphabet, and others, but none specifically address the script used in modern autographs or signatures.",the Sumerians,0.04081632653061224,0,9992,8,
"Based on the information from the context chunks, Princess Fragrant was produced to improve relations between the Han Chinese and the Uighurs. The Han Chinese constitute approximately 17% of the global population, making them the world's largest ethnic group with over 1.3 billion people.

17%",17%,0.04347826086956522,0,3490,4,
David Boren,David Lyle Boren,0.8,0,3035,4,
Lawrence County,Lawrence County,1.0,1,3046,4,
MedStar Washington Hospital Center,MedStar Washington Hospital Center,1.0,1,3132,4,
"294,000","294,000",1.0,1,2959,4,
Yes,yes,1.0,1,2853,4,
"February 5, 1953","February 5, 1953",1.0,1,3459,4,
Target Corporation,Target Corporation,1.0,1,4936,5,
Cheryl Campbell,Cheryl Campbell,1.0,1,7011,6,
Bob Barker,Bob Barker,1.0,1,2190,3,
F.E.A.R.,F.E.A.R.,1.0,1,6733,6,
Hustle,Hustle,1.0,1,2936,4,
"Based on the information from the context chunks, the Bass Rock Lighthouse was built on Bass Rock where there was previously a castle. However, the castle was demolished in 1902 to provide stone for building the lighthouse, constructed by David Stevenson. The Bass Rock was ""the site of an important castle"" but this castle was no longer standing when the lighthouse was built.

The Bass Rock Lighthouse wasn't ""next to"" any castle - it was built on the site of a castle that had been demolished.",Tantallon Castle,0.02298850574712644,0,3533,4,
Exeter Book,Exeter Book,1.0,1,6038,5,
Erwin Rommel,the Desert Fox,0.0,0,2225,3,
Rutgers University,New Jersey,0.0,0,1798,3,
My Own Worst Enemy,My Own Worst Enemy,1.0,1,2297,3,
1979,1979,1.0,1,3216,4,
,3000 metres steeplechase,0.0,0,13130,10,Max steps reached without final answer
Anna Kournikova,Anna Kournikova,1.0,1,3437,4,
Yes,yes,1.0,1,2339,3,
Mary Pierce,Mary Pierce,1.0,1,2792,4,
St. Olaf College,St. Olaf College,1.0,1,3909,4,
Jardine Matheson,Jardine Matheson,1.0,1,3264,4,
No,no,1.0,1,2008,3,
"May 30, 1943","May 30, 1943",1.0,1,2748,4,
1957,1957,1.0,1,5310,5,
Berlin,Berlin,1.0,1,2447,3,
Jimmie Ross,Jimmie Ross,1.0,1,2865,4,
American Chemical Society,the American Chemical Society,0.8571428571428571,0,3284,4,
Park Dietz,Park Dietz,1.0,1,4665,5,
Roy Orbison,Roy Orbison,1.0,1,4795,5,
Song of the South,"""Song of the South"".",1.0,1,2859,4,
"Vincent ""Mad Dog"" Coll","Vincent ""Mad Dog"" Coll",1.0,1,3337,4,
108249,"108,249",1.0,1,2767,4,
1984,1984,1.0,1,3455,4,
Carmina Burana,Carmina Burana,1.0,1,2978,4,
Michael Dowse,Michael Dowse,1.0,1,2890,4,
Barack Obama,Barack Hussein Obama II,0.6666666666666666,0,1789,3,
56551,"56,551",1.0,1,6161,6,
Chicago,Chicago,1.0,1,3399,4,
Yes,yes,1.0,1,2144,3,
23rd Summer Deaflympics,the 23rd Summer Deaflympics,0.8571428571428571,0,3168,4,
Peter Chelsom,Peter Chelsom,1.0,1,3382,4,
"Uniondale, New York","Uniondale, New York",1.0,1,4724,5,
Sinaloa,Sinaloa,1.0,1,5755,5,
2003,2003,1.0,1,1933,3,
Odysseas Elytis,Odysseas Elytis,1.0,1,2277,3,
British,Argentine,0.0,0,10258,8,
Robert E. Howard,Richard Ford,0.0,0,3583,4,
United States,United States,1.0,1,2934,4,
The Producers,The Producers,1.0,1,9026,7,
Saturday Night Live,Saturday Night Live,1.0,1,2969,3,
"Lincoln J. Beachey, a barnstormer",barnstormer,0.33333333333333337,0,3507,4,
Saludos Amigos,Saludos Amigos,1.0,1,3343,4,
Chile,Chile,1.0,1,2125,3,
The Institute of Muslim Minority Affairs,Institute of Muslim Minority Affairs,0.9090909090909091,0,3416,4,
Graham Hess,Graham Hess,1.0,1,3033,4,
Mara Santangelo,Mara Santangelo,1.0,1,2232,3,
Martha Coolidge,Martha Coolidge,1.0,1,3039,4,
Panzer,Panzer,1.0,1,11910,8,
6960,"6,960",1.0,1,3122,4,
"more than 1,600","more than 1,600",1.0,1,3540,4,
state capital,state capital,1.0,1,2412,3,
Bihar,Bihar,1.0,1,3081,4,
"Based on the available context chunks, I cannot determine which mine is more valuable. The information provided only describes the location and basic operational details of both mines, with no financial or valuation data available for either Temagami-Lorrain Mine (which is described as abandoned) or Meadowbank Gold Mine.",Meadowbank Gold Mine,0.11764705882352941,0,2972,4,
Stuart period,Stuart period,1.0,1,4518,5,
19 miles,19 mi,0.5,0,2877,4,
Don Henley,Donald Hugh Henley,0.4,0,1932,3,
Suffolk County,Suffolk County,1.0,1,1898,3,
Kamal Shalorus,Kamal Shalorus,1.0,1,3110,4,
Rockstar Games,Rockstar Games,1.0,1,4746,5,
Otto Stern,Otto Stern,1.0,1,4218,5,
H. Bruce Humberstone,"H. Bruce ""Lucky"" Humberstone",0.8571428571428571,0,2146,3,
No,no,1.0,1,2675,4,
Mary Ramsey,Mary Ramsey,1.0,1,2012,3,
1969,1969,1.0,1,4722,5,
R&B,R&B,1.0,1,4866,5,
"Based on the context:

Jonas Hummels is the younger brother of Mats Hummels, who is a German professional footballer playing for the German national team.

The answer would be: Hermann Hummels (their father, a former footballer and manager)",Bayern Munich,0.0,0,5994,6,
22,22,1.0,1,3151,4,
PBS NewsHour,PBS NewsHour,1.0,1,2996,4,
1948,1948,1.0,1,3351,4,
275 years,275 years,1.0,1,3162,4,
M&T Bank Stadium,M&T Bank Stadium,1.0,1,3210,4,
American,American,1.0,1,3100,4,
La Plaza Mall,La Plaza Mall,1.0,1,3200,4,
Queen Elizabeth II,Queen Elizabeth II,1.0,1,2109,3,
Memphis International Airport,Memphis International Airport,1.0,1,1979,3,
Rickenbacker International Airport,Rickenbacker International Airport,1.0,1,5430,5,
Notre Dame High School,Notre Dame High School,1.0,1,5398,6,
Shrubs,plants,0.0,0,2387,3,
mums or chrysanths,mums or chrysanths,1.0,1,2974,4,
Alan Menken,Alan Menken,1.0,1,3563,4,
Ken Leung,"Kenneth ""Ken"" Leung",0.8,0,2899,4,
United States,American,0.0,0,3140,4,
Cybersecurity,cybersecurity,1.0,1,2823,4,
William of Wykeham,William of Wykeham,1.0,1,3006,4,
The Runaway Soldier and the Devil,The Runaway Soldier and the Devil,1.0,1,3439,4,
743,743,1.0,1,1978,3,
Anthony Hopkins and Jessica Lange,Anthony Hopkins and Jessica Lange,1.0,1,3118,4,
August Burns Red,August Burns Red,1.0,1,4933,5,
Virginia Wade,Virginia Wade,1.0,1,2003,3,
1928,1928,1.0,1,2771,4,
American,American,1.0,1,2880,4,
Bankers Life Fieldhouse,Bankers Life Fieldhouse,1.0,1,4476,5,
England,England,1.0,1,3045,4,
Henry Bacon,Henry Bacon,1.0,1,3156,4,
Larry Tanenbaum,Lawrence M. Tanenbaum,0.4,0,2801,4,
Allan Dwan,Allan Dwan,1.0,1,1887,3,
6,six,0.0,0,4285,5,
Carlos Bacca,Carlos Arturo Bacca Ahumada,0.6666666666666666,0,3113,4,
Castle Road,Castle Road,1.0,1,2808,3,
Oil of vitriol,oil of vitriol,1.0,1,3184,4,
John Kennedy Toole,John Kennedy Toole,1.0,1,4309,4,
Northwest Side,Northwest Side,1.0,1,8681,6,
,"Rockhill Furnace, Pennsylvania",0.0,0,16690,10,Max steps reached without final answer
Australia,Australia,1.0,1,2171,3,
Aadesh Shrivastava,Aadesh Shrivastava,1.0,1,3662,4,
No,no,1.0,1,3707,4,
Pirelli World Challenge,Pirelli World Challenge,1.0,1,3448,4,
Frank Darabont,Frank Darabont,1.0,1,4788,5,
Ochagavia,Ochagavia,1.0,1,2013,3,
Yes,yes,1.0,1,2013,3,
Tom Wopat,Tom Wopat,1.0,1,3124,4,
Kirk Kerkorian,"Kerkor ""Kirk"" Kerkorian",0.8,0,2229,3,
Showbox,Showbox,1.0,1,2847,4,
Katelyn Tarver,Katelyn Tarver,1.0,1,3255,4,
"Las Vegas, Nevada","Las Vegas, Nevada",1.0,1,2193,3,
David Ayer,David Ayer,1.0,1,3383,4,
Music Icons,"""Music Icons""",1.0,1,2195,3,
Scott Derrickson,Scott Derrickson,1.0,1,3387,4,
"I have information about Kansas cities with Emprise Bank branches that are situated along several rivers:

- Missouri River (Lansing, Kansas)
- Marais des Cygnes River (La Cygne, Kansas)  
- Neosho River (Iola, Kansas; Humboldt, Kansas; Bassett, Kansas)

Emprise Bank has branches in cities situated along the Missouri River, Marais des Cygnes River, and Neosho River.",Neosho River,0.07272727272727272,0,14207,10,
Julie Cooper,Julie Cooper,1.0,1,5444,5,
$268 million,$268 million,1.0,1,3070,4,
1928,1928,1.0,1,2093,3,
No,no,1.0,1,3176,4,
,Sarfarosh,0.0,0,16347,10,Max steps reached without final answer
Ekaterina Gordeeva,Ekaterina Gordeeva,1.0,1,4135,4,
Texas Tech,Texas Tech Red Raiders,0.6666666666666666,0,2085,3,
John Layfield,John Layfield,1.0,1,2819,4,
Twenty One Pilots,Twenty One Pilots,1.0,1,2942,4,
Reggie Yates,Reggie Yates,1.0,1,6552,6,
Richard Berry,Richard Berry,1.0,1,8211,7,
Prodigy,Prodigy,1.0,1,3472,4,
"Palm Desert, California","Palm Desert, California",1.0,1,2943,4,
"Chlorophyll ""a2"" and ""b2""",Chlorophyll,0.4,0,5063,5,
1786,1786,1.0,1,3086,4,
Sir C. V. Raman,Sir C. V. Raman,1.0,1,3395,4,
Owen Wilson,Owen Wilson,1.0,1,6559,5,
Dominic Thiem,Dominic Thiem,1.0,1,3412,4,
The Canadian Football League (CFL),Canadian Football League,0.7499999999999999,0,3248,4,
8,eight,0.0,0,3274,4,
Orlando,Orlando,1.0,1,3022,4,
Chien-gris,Chien-gris,1.0,1,2947,4,
Octopus card,Octopus card,1.0,1,2170,3,
Lest we forget,"""Lest we forget""",1.0,1,3187,4,
Disturbed,Disturbed,1.0,1,6994,6,
1952,1952,1.0,1,3127,4,
Bath,Bath,1.0,1,2838,4,
Enemy of the State,Enemy of the State,1.0,1,3559,4,
University of Toronto,The University of Toronto,0.8571428571428571,0,4724,5,
"Based on the available context, the BFG weapon is found in games developed by id Software from the ""Doom"" and ""Quake"" series.",Doom,0.08695652173913045,0,3723,5,
Glassroth v. Moore,Glassroth v. Moore,1.0,1,4000,4,
"Memphis, Tennessee",Memphis,0.6666666666666666,0,2846,4,
attacking midfielder,attacking midfielder,1.0,1,3105,4,
1892,1892,1.0,1,2952,4,
DreamWorks Animation,DreamWorks Animation,1.0,1,3514,4,
The Ward Estate,Ward Estate,0.8,0,3366,4,
"Washington, D.C.","Washington, D.C.",1.0,1,2188,3,
Rhapsody in Blue,Rhapsody in Blue,1.0,1,2461,3,
Yes,yes,1.0,1,2336,3,
John Carney,John Carney,1.0,1,3173,4,
21 Jump Street,21 Jump Street,1.0,1,3444,4,
FX,FX,1.0,1,3195,4,
"Based on the context chunks I've read, the Dolce & Gabbana founders and designers are Domenico Dolce and Stefano Gabbana. However, the available information does not specifically indicate that they modeled fashions created by Marpessa Hennink. 

The text shows that Marpessa Hennink collaborated with the Dolce & Gabbana fashion house, but doesn't provide details about either founder personally modeling her creations.

Domenico Dolce and Stefano Gabbana",Domenico Dolce and Stefano Gabbana.,0.14492753623188406,0,2735,3,
Syco Music and Columbia Records,Syco Music and Columbia Records,1.0,1,4629,5,
1911,1911,1.0,1,3130,4,
"Granby, Colorado","Granby, Colorado",1.0,1,3347,4,
Niagara County,Niagara County,1.0,1,1863,3,
"Evanston, Illinois","Evanston, Illinois",1.0,1,2899,4,
Bookmarks,Modern Drummer,0.0,0,2167,3,
Tuppence Middleton,Tuppence Middleton,1.0,1,8148,7,
"Based on the context information available:

Mindless Self Indulgence is described as an ""electropunk band"" and Tappi Tíkarrass is described as an ""Icelandic punk band"". Both are specifically identified as punk bands.

Punk bands",band,0.05714285714285715,0,4342,5,
Trevor Knight,Trevor Knight,1.0,1,3213,4,
Brazil,Brazil,1.0,1,3364,4,
Matthew Kelly,Matthew Kelly,1.0,1,3099,4,
Hey Monday,Hey Monday,1.0,1,5208,5,
1999,1999,1.0,1,3130,4,
Slovenia,Slovenia,1.0,1,8217,7,
10 August 1296,10 August 1296,1.0,1,4188,4,
Yes,yes,1.0,1,2001,3,
Ottokar Kernstock,Ottokar Kernstock,1.0,1,6742,6,
Lincoln Barrett,Lincoln Barrett,1.0,1,3353,4,
Square Enix,Square Enix,1.0,1,3585,4,
"167,446","167,446",1.0,1,2904,4,
Drinks,drink,0.0,0,2777,4,
Yes,yes,1.0,1,2877,4,
Donald Trump,Donald Trump,1.0,1,3574,4,
Cornershop,Wiiija,0.0,0,7610,6,
Judson,Judson,1.0,1,2099,3,
Tyndall Air Force Base,Tyndall Air Force Base,1.0,1,2393,3,
Zales,Zale Corporation,0.0,0,3152,4,
"Based on the available context chunks, I cannot find specific information about when the automobile driven by Garrett Smithley for MBM Motorsports was sold. The context chunks contain current information about drivers and teams but do not include historical sales data or specific information about when any vehicles were sold.",1982,0.0,0,8797,6,
Tommy Morrison,Tommy Morrison,1.0,1,2891,4,
Armin van Buuren,Armin van Buuren,1.0,1,4814,5,
"I have the information needed from the available chunks. From the Wayne's World film entry, I can see that Chris Farley was featured in the film. From the Chris Farley entry, I can see that he was ""a member of Chicago's Second City Theatre.""

So the answer to the question ""Wayne's World featured the actor who was a member of what Chicago comedy troupe?"" is Second City Theatre.",Second City Theatre,0.08450704225352113,0,3333,4,
Pune,Pune,1.0,1,3980,5,
David Usher is older.,David Usher,0.6666666666666666,0,2824,4,
Quinceañera,Quinceañera,1.0,1,2953,4,
Bodeco,Andrew Bird,0.0,0,8763,7,
Tennis,tennis,1.0,1,3010,4,
New Orleans Saints,New Orleans Saints,1.0,1,5144,5,
Laura Kirk,Laura Ellen Kirk,0.8,0,4069,5,
"German Football Association (Deutscher Fußball-Bund, DFB)",The DFB Sports Court,0.2,0,2007,3,
"Atlanta, Georgia","Atlanta, Georgia",1.0,1,3079,4,
"Beyond the Gates of Splendor was released in 2004, while Jesus Camp was released in 2006, so Beyond the Gates of Splendor was released first.",Beyond the Gates of Splendor,0.33333333333333337,0,2973,4,
440,440,1.0,1,2870,4,
Hector on Stilts,Hector on Stilts,1.0,1,12096,8,
Democrat,Democrat,1.0,1,3436,4,
A Long Way Home,"""A Long Way Home""",1.0,1,2974,4,
"eastern North America, ranging from eastern Quebec to Nova Scotia, and from New England south in the Adirondack Mountains and Appalachians to western North Carolina",eastern North America,0.21428571428571425,0,3609,4,
United States,American,0.0,0,3059,4,
Brandon Tartikoff,Brandon Tartikoff,1.0,1,2321,3,
"The globe that succeeded the Globe of Peace as the world's largest rotating globe is Eartha, and it is located within the headquarters of the DeLorme mapping corporation in Yarmouth, Maine.","Yarmouth, Maine",0.12121212121212122,0,2351,3,
No,no,1.0,1,7893,7,
"7,585","7,585",1.0,1,2840,4,
Sweden,"Sweden, Finland, and Norway",0.4,0,1961,3,
Affirmative action,Affirmative action,1.0,1,3348,4,
La Fea Mas Bella,La Fea Mas Bella,1.0,1,2143,3,
No,no,1.0,1,2003,3,
No,no,1.0,1,2931,4,
Catherine Deneuve,Catherine Deneuve,1.0,1,2867,4,
Desiderata,Desiderata,1.0,1,3187,4,
flowering plants,flowering plants,1.0,1,2018,3,
"The company Jessica Alba is associated with, The Honest Company, was valued at $1.7 billion as of August 2015.",$1.7 billion,0.1904761904761905,0,6882,6,
,And There's More,0.0,0,13327,10,Max steps reached without final answer
Royal Opera House,The Royal Opera House,0.8571428571428571,0,3522,4,
Teeth,Teeth,1.0,1,2971,4,
Wichita City Carnegie Library Building,Wichita City Carnegie Library Building,1.0,1,2414,3,
William T. Anderson,William T. Anderson,1.0,1,3039,4,
Liverpool F.C.,Liverpool Football Club,0.4,0,4443,5,
Film director,film director,1.0,1,3016,4,
"June 22, 1944",22 June 1944,1.0,0,3188,4,
10,ten weeks,0.0,0,3143,4,
Pride Divide,Pride Divide,1.0,1,3083,4,
Ridley Scott,Ridley Scott,1.0,1,3023,4,
2,second,0.0,0,5441,5,
Martin Heidegger,Martin Heidegger,1.0,1,2188,3,
No,no,1.0,1,2024,3,
Fir,Firs,0.0,0,2159,3,
Ice King,Ice King,1.0,1,7369,6,
1950,1950,1.0,1,3059,4,
Carlsberg Laboratory,Carlsberg Laboratory,1.0,1,2197,3,
American,American,1.0,1,3073,4,
Mercedes-Benz,Smart,0.0,0,4111,5,
Deadpool 2,Deadpool 2,1.0,1,2206,3,
South Park,South Park,1.0,1,3742,4,
A. J. McClung Memorial Stadium,J. McClung Memorial Stadium,0.888888888888889,0,2925,4,
No,no,1.0,1,3070,4,
Javier Sotomayor,Javier Sotomayor,1.0,1,3342,4,
Alex Cox,"Alexander ""Alex"" Cox",0.8,0,2041,3,
4,four,0.0,0,3421,4,
Elizabeth Smylie,Elizabeth Smylie,1.0,1,3022,4,
39134,"39,134",1.0,1,2146,3,
1928,1928,1.0,1,3269,4,
William Grant Still,William Grant Still,1.0,1,4802,5,
director,director,1.0,1,3518,4,
Pro Wrestling Fujiwara Gumi,Pro Wrestling Fujiwara Group,0.75,0,10111,8,
Ngangkiparri,Ngangkiparri,1.0,1,3313,4,
The Awakening,The Awakening,1.0,1,7371,7,
Yes,yes,1.0,1,1967,3,
Cleveland Browns,Cleveland Browns,1.0,1,1814,3,
Francesco Baracca,Count Francesco Baracca,0.8,0,1975,3,
Southern Baptist Theological Seminary,Southern Baptist Theological Seminary,1.0,1,3476,4,
Wadia Group,Wadia Group,1.0,1,7576,7,
October 2001,October 2001,1.0,1,4351,5,
The Mid Wirral Motorway (M53) is known for passing through suburbs that contain listed buildings.,Joseph Groome Towers,0.0,0,7202,6,
Camp Chapman attack,Camp Chapman attack,1.0,1,2984,4,
Vladislav Lantratov,Vladislav Lantratov,1.0,1,4928,5,
1626,1626,1.0,1,4756,5,
5,five,0.0,0,6742,6,
Microsoft Studios,Microsoft Studios,1.0,1,2930,4,
Ulster,Ulster,1.0,1,6447,5,
Rosemary Sutcliff,Rosemary Sutcliff,1.0,1,4546,5,
The Usual Suspects,The Usual Suspects,1.0,1,2942,4,
1995,1995,1.0,1,3360,4,
Caltech,Caltech,1.0,1,4926,5,
U.S. Route 51,U.S. Route 51,1.0,1,4536,5,
51 Birch Street,51 Birch Street,1.0,1,2730,4,
1967,1967,1.0,1,3079,4,
Harry Doyle,Harry Doyle,1.0,1,3115,4,
documentary,documentary,1.0,1,2126,3,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,2057,3,
Tony Rice,Tony Rice,1.0,1,3875,4,
,2001,0.0,0,15368,10,Max steps reached without final answer
Sidney Hall,Sidney Hall,1.0,1,4801,5,
"Based on the available context:

- ""The London Connection"" was released in 1979
- ""Roving Mars"" - no release year is provided in the available context

Since I cannot determine the release year of ""Roving Mars"" from the given information, I can only state that ""The London Connection"" was released in 1979. However, without the release year for ""Roving Mars,"" I cannot definitively determine which film was released first.",The London Connection,0.08695652173913045,0,3672,4,
American-Canadian,American-Canadian,1.0,1,3525,4,
Charleston,Charleston,1.0,1,2831,4,
California,California,1.0,1,2418,4,
China,China,1.0,1,2869,4,
Micromeria,Micromeria,1.0,1,2926,4,
No,no,1.0,1,2044,3,
The New York Times,The New York Times,1.0,1,3230,4,
1200,"1,200",1.0,1,3421,4,
Sam Goody filed for bankruptcy in 2006.,2006,0.25,0,1870,3,
Belgrade,Belgrade,1.0,1,2847,4,
1989,1989,1.0,1,3321,4,
United States Department of Health and Human Services,the United States Department of Health and Human Services,0.9411764705882353,0,2667,4,
Pan-Africanism,Pan-Africanism,1.0,1,3470,4,
"May 16, 1947","May 16, 1947",1.0,1,3319,4,
The IT Crowd,"""The IT Crowd""",1.0,1,3054,4,
Bella,Bella,1.0,1,2609,4,
"rock, alternative rock",Rock,0.5,0,6520,6,
Tina Turner,Tina Turner,1.0,1,8501,7,
Yes,yes,1.0,1,2234,3,
Oleg Menshikov,Oleg Menshikov,1.0,1,5209,5,
"March 18, 1985",18 March 1985,1.0,0,3349,4,
Requiem in White,Requiem in White,1.0,1,3404,4,
1879,1879,1.0,1,2826,4,
"Irvine, California","Irvine, California",1.0,1,3147,4,
Sports Illustrated,Sports Illustrated,1.0,1,3310,4,
8,eight,0.0,0,3148,4,
Objectivist group of poets,Objectivist,0.4,0,7887,7,
Credit Union Christmas Pageant,Credit Union Christmas Pageant,1.0,1,2255,3,
Guy Ritchie,Guy Ritchie,1.0,1,1794,3,
football,football,1.0,1,1993,3,
The Inbetweeners 2,The Inbetweeners 2,1.0,1,2829,4,
Edward Burne-Jones,Edward Burne-Jones,1.0,1,3241,4,
Austrian,Austrian,1.0,1,4400,5,
Big 12 Conference,the Big 12 Conference,0.8571428571428571,0,5126,4,
1664,1664,1.0,1,3049,4,
Loretta Lynn,Loretta Lynn,1.0,1,3016,4,
1991,1991,1.0,1,2807,4,
Yes,yes,1.0,1,2128,3,
Gary Sinise,Gary Sinise,1.0,1,2806,4,
Renée Montagne and Steve Inskeep,Renée Montagne,0.5714285714285715,0,4026,4,
,Lancashire League,0.0,0,14487,10,Max steps reached without final answer
"April 12, 2011","April 12, 2011",1.0,1,8264,7,
Tom Sawyer,"Thomas ""Tom"" Sawyer",0.8,0,3250,4,
The Northwest Angle,The Northwest Angle,1.0,1,2213,3,
22 July 2002,22 July 2002,1.0,1,3579,4,
2011,2011,1.0,1,2910,4,
Yes,yes,1.0,1,2980,4,
Unfabulous,Unfabulous,1.0,1,3204,4,
Great Britain,England,0.0,0,5852,5,
Springfield Elementary School,Springfield Elementary School,1.0,1,2140,3,
tennis,tennis,1.0,1,2199,3,
Lucy Maud Montgomery,Lucy Maud Montgomery,1.0,1,3605,4,
Best Young Actor/Actress,Best Young Actor/Actress,1.0,1,5789,6,
John Wayne,John Wayne,1.0,1,4468,5,
Lillibullero,Lillibullero,1.0,1,3144,4,
,Stephen Frears,0.0,0,17594,10,Max steps reached without final answer
9.2 million,9.2 million,1.0,1,6155,6,
Rome,Rome,1.0,1,3259,4,
Mohan Veena,Mohan Veena (slide guitar),0.6666666666666666,0,3243,4,
Warrior King,"""Warrior King""",1.0,1,4739,5,
The Jungle Book,The Jungle Book,1.0,1,3693,4,
Oprah Winfrey,Oprah Winfrey,1.0,1,2032,3,
Battle of Liège and the Battle of Tannenberg,Battle of Liège and the Battle of Tannenberg,1.0,1,3049,4,
Stephen Devassy,Stephen Devassy,1.0,1,1973,3,
No,no,1.0,1,2017,3,
Bruce Weber,Bruce Weber,1.0,1,3011,4,
Scottish,Scottish,1.0,1,3000,4,
Yes,yes,1.0,1,2054,3,
Riccardo Cocchi,Riccardo Cocchi,1.0,1,1675,3,
1967,1967,1.0,1,2445,3,
Colorado Avalanche,Colorado Avalanche,1.0,1,3327,4,
Tsui Hark,Tsui Hark,1.0,1,11540,8,
Belgium,Belgium,1.0,1,3379,4,
The Day After,The Day After,1.0,1,3329,4,
No,no,1.0,1,2582,4,
,1993,0.0,0,13710,10,Max steps reached without final answer
Discovery Institute's Center for Science and Culture,Discovery Institute's Center for Science and Culture,1.0,1,2824,4,
University of Texas,University of Texas,1.0,1,1741,3,
"October 22, 1992","October 22, 1992",1.0,1,3071,4,
"Based on the information I found:

Rashida Jones was born in 1976 (February 25, 1976).

She co-wrote the teleplay for the first episode of the third season of Black Mirror (""Nosedive""), along with Michael Schur. However, the very first episode of the entire Black Mirror series (""The National Anthem"") was written by Charlie Brooker, not Rashida Jones.

The question asks about ""the first episode of Black Mirror"" - if this refers to the first episode of the entire series, then Charlie Brooker wrote it, but his birth year isn't mentioned. If it refers to the first episode of any season, then Rashida Jones co-wrote ""Nosedive"" and was born in 1976.

Rashida Jones",Rashida Jones,0.035398230088495575,0,13252,9,
1990s,1990s,1.0,1,2975,4,
Stretford,Partington,0.0,0,3296,3,
Medici,Medici,1.0,1,2139,3,
Amherst College,Amherst College,1.0,1,3148,4,
American,American,1.0,1,3268,4,
David Cutcliffe,David Cutcliffe,1.0,1,2641,3,
Raees,Raees,1.0,1,3338,4,
Bruce Darnell,Bruce Darnell,1.0,1,1974,3,
South Korea,South Korea,1.0,1,1827,3,
8777,"8,777",1.0,1,2996,4,
former MTV VJ,MTV VJ,0.8,0,2973,4,
"2006, Brushfire Records",2006,0.5,0,2219,3,
"Yes, both Ima Robot and Of Montreal are music bands.",yes,0.18181818181818182,0,1990,3,
78.5 miles,78.5 mi,0.5,0,2996,4,
"Based on the information I've gathered, I can now answer the question. From the context:
- The Northeast Regional is the busiest Amtrak route, carrying 8.04 million passengers in FY2013
- The Northeast Regional ""does not stop at either Lorton station""
- Several other routes (Silver Meteor, Silver Star, Palmetto, Carolinian) also do not stop at Lorton Station, but they are much less busy than the Northeast Regional

Northeast Regional",The Northeast Regional,0.08571428571428572,0,6973,5,
Yakshagana artist,Yakshagana,0.6666666666666666,0,2237,3,
1871,1871,1.0,1,3229,4,
East Dulwich,East Dulwich,1.0,1,5012,5,
raw sexuality,raw sexuality,1.0,1,3581,4,
