prediction,reference,f1,em,tokens_used,num_api_calls,error
"6,960","6,960",1.0,1,5788,5,
"more than 1,600","more than 1,600",1.0,1,5654,4,
state capital,state capital,1.0,1,7097,5,
Bhagalpur,Bihar,0.0,0,8715,5,
Meadowbank Gold Mine,Meadowbank Gold Mine,1.0,1,13963,8,
Stuart period,Stuart period,1.0,1,5390,4,
19 mi,19 mi,1.0,1,5855,5,
Don Henley,Donald Hugh Henley,0.4,0,4673,4,
Suffolk County,Suffolk County,1.0,1,6205,5,
Kamal Shalorus,Kamal Shalorus,1.0,1,5762,5,
Rockstar Games,Rockstar Games,1.0,1,5992,4,
Otto Stern,Otto Stern,1.0,1,7113,5,
H. Bruce Humberstone,"H. Bruce ""Lucky"" Humberstone",0.8571428571428571,0,4555,4,
No,no,1.0,1,4042,4,
Mary Ramsey,Mary Ramsey,1.0,1,4537,4,
1969,1969,1.0,1,5028,4,
R&B,R&B,1.0,1,7155,5,
Bayern Munich,Bayern Munich,1.0,1,5181,4,
22,22,1.0,1,6145,5,
PBS NewsHour,PBS NewsHour,1.0,1,5598,5,
1948,1948,1.0,1,5719,5,
275 years,275 years,1.0,1,5819,5,
M&T Bank Stadium,M&T Bank Stadium,1.0,1,5776,5,
American,American,1.0,1,5932,5,
La Plaza Mall,La Plaza Mall,1.0,1,4588,4,
Queen Elizabeth II,Queen Elizabeth II,1.0,1,5741,5,
Memphis International Airport,Memphis International Airport,1.0,1,4333,4,
Rickenbacker International Airport,Rickenbacker International Airport,1.0,1,5322,4,
Notre Dame High School,Notre Dame High School,1.0,1,6274,4,
Shrubs,plants,0.0,0,7899,5,
mums or chrysanths,mums or chrysanths,1.0,1,6838,5,
Alan Menken,Alan Menken,1.0,1,6385,5,
Ken Leung,"Kenneth ""Ken"" Leung",0.8,0,7594,5,
United States,American,0.0,0,4650,4,
Cybersecurity,cybersecurity,1.0,1,4408,4,
William of Wykeham,William of Wykeham,1.0,1,5984,5,
The Runaway Soldier and the Devil,The Runaway Soldier and the Devil,1.0,1,6989,5,
743,743,1.0,1,4776,4,
Anthony Hopkins and Jessica Lange,Anthony Hopkins and Jessica Lange,1.0,1,4870,4,
August Burns Red,August Burns Red,1.0,1,6596,5,
Virginia Wade,Virginia Wade,1.0,1,4394,4,
1928,1928,1.0,1,5327,5,
American,American,1.0,1,4982,5,
Bankers Life Fieldhouse,Bankers Life Fieldhouse,1.0,1,4515,4,
England,England,1.0,1,4565,4,
Henry Bacon,Henry Bacon,1.0,1,4146,4,
Larry Tanenbaum,Lawrence M. Tanenbaum,0.4,0,5181,5,
Allan Dwan,Allan Dwan,1.0,1,4494,4,
6,six,0.0,0,5696,5,
Carlos Bacca,Carlos Arturo Bacca Ahumada,0.6666666666666666,0,5909,5,
Castle Road,Castle Road,1.0,1,5274,4,
Oil of vitriol,oil of vitriol,1.0,1,5628,5,
John Kennedy Toole,John Kennedy Toole,1.0,1,6244,4,
Northwest Side,Northwest Side,1.0,1,9323,4,
The provided context does not state the location of the Rockhill Iron and Coal Company.,"Rockhill Furnace, Pennsylvania",0.1111111111111111,0,47208,23,
Australia,Australia,1.0,1,4281,4,
Aadesh Shrivastava,Aadesh Shrivastava,1.0,1,9779,6,
No.,no,1.0,1,5710,4,
Pirelli World Challenge,Pirelli World Challenge,1.0,1,6114,5,
Frank Darabont,Frank Darabont,1.0,1,5435,4,
Ochagavia,Ochagavia,1.0,1,4893,4,
"Yes, both the Grasshopper and the Sake bomb are types of drinks. The Grasshopper is a sweet, mint-flavored after-dinner cocktail, while a Sake bomb is a beer cocktail made by dropping a shot of sake into a glass of beer.",yes,0.04878048780487806,0,4508,4,
Tom Wopat,Tom Wopat,1.0,1,6096,5,
Kirk Kerkorian,"Kerkor ""Kirk"" Kerkorian",0.8,0,4665,4,
Showbox,Showbox,1.0,1,5368,5,
Katelyn Tarver,Katelyn Tarver,1.0,1,4470,4,
"Las Vegas, Nevada","Las Vegas, Nevada",1.0,1,5309,5,
David Ayer,David Ayer,1.0,1,5022,4,
Music Icons,"""Music Icons""",1.0,1,4189,4,
Scott Derrickson,Scott Derrickson,1.0,1,5248,4,
Neosho River,Neosho River,1.0,1,8317,5,
Julie Cooper,Julie Cooper,1.0,1,10628,6,
$268 million,$268 million,1.0,1,5423,4,
1928,1928,1.0,1,5878,5,
No,no,1.0,1,4357,4,
Sarfarosh,Sarfarosh,1.0,1,12098,5,
,Ekaterina Gordeeva,0.0,0,6663,1,Actor failed: APITimeoutError: Request timed out.
Texas Tech Red Raiders,Texas Tech Red Raiders,1.0,1,4717,4,
John Layfield (Bradshaw),John Layfield,0.8,0,6253,5,
Twenty One Pilots,Twenty One Pilots,1.0,1,4755,4,
Reggie Yates,Reggie Yates,1.0,1,6100,4,
,Richard Berry,0.0,0,1527,1,Actor failed: APITimeoutError: Request timed out.
Prodigy,Prodigy,1.0,1,6647,5,
Palm Desert,"Palm Desert, California",0.8,0,5841,5,
chlorophyll a2 and b2,Chlorophyll,0.4,0,5381,4,
1786,1786,1.0,1,5573,4,
C. V. Raman,Sir C. V. Raman,0.8571428571428571,0,4665,4,
Owen Wilson,Owen Wilson,1.0,1,5655,4,
Dominic Thiem,Dominic Thiem,1.0,1,6672,4,
Canadian Football League,Canadian Football League,1.0,1,6186,5,
8,eight,0.0,0,5903,5,
Orlando,Orlando,1.0,1,6054,5,
Chien-gris,Chien-gris,1.0,1,4861,4,
"The Octopus card was available first (launched in September 1997), whereas the Nol Card (likely the intended ""No Card"") was released later in August 2009.",Octopus card,0.14814814814814814,0,5334,4,
Lest we forget,"""Lest we forget""",1.0,1,4878,4,
Disturbed,Disturbed,1.0,1,7371,5,
1952,1952,1.0,1,6359,5,
Bath,Bath,1.0,1,5409,5,
Enemy of the State,Enemy of the State,1.0,1,5911,4,
University of Toronto,The University of Toronto,0.8571428571428571,0,6830,5,
Doom,Doom,1.0,1,8145,6,
Glassroth v. Moore,Glassroth v. Moore,1.0,1,4808,4,
Memphis,Memphis,1.0,1,5103,4,
attacking midfielder,attacking midfielder,1.0,1,5954,5,
1892,1892,1.0,1,5665,5,
DreamWorks Animation,DreamWorks Animation,1.0,1,6763,5,
,Ward Estate,0.0,0,2826,1,Actor failed: APITimeoutError: Request timed out.
"Washington, D.C.","Washington, D.C.",1.0,1,4778,4,
Rhapsody in Blue,Rhapsody in Blue,1.0,1,5101,4,
Yes,yes,1.0,1,4680,4,
John Carney,John Carney,1.0,1,4531,4,
21 Jump Street,21 Jump Street,1.0,1,5861,5,
FX,FX,1.0,1,5813,5,
Domenico Dolce and Stefano Gabbana,Domenico Dolce and Stefano Gabbana.,1.0,1,4426,4,
Syco Music and Columbia Records,Syco Music and Columbia Records,1.0,1,5898,5,
1911,1911,1.0,1,5710,5,
"Granby, Colorado","Granby, Colorado",1.0,1,6824,4,
Niagara County,Niagara County,1.0,1,3942,4,
Evanston,"Evanston, Illinois",0.6666666666666666,0,5447,5,
Modern Drummer,Modern Drummer,1.0,1,5588,4,
Tuppence Middleton,Tuppence Middleton,1.0,1,4652,4,
punk bands,band,0.0,0,5265,4,
Trevor Knight,Trevor Knight,1.0,1,6458,5,
Brazil,Brazil,1.0,1,6375,5,
Matthew Kelly,Matthew Kelly,1.0,1,6232,5,
Hey Monday,Hey Monday,1.0,1,5811,4,
1999,1999,1.0,1,5824,5,
Slovenia,Slovenia,1.0,1,6231,4,
10 August 1296,10 August 1296,1.0,1,6258,4,
"Yes, both Simon Wincer and Patrice Leconte are film directors.",yes,0.18181818181818182,0,4669,4,
Ottokar Kernstock,Ottokar Kernstock,1.0,1,8705,4,
Lincoln Barrett,Lincoln Barrett,1.0,1,6243,5,
Square Enix,Square Enix,1.0,1,6567,5,
"167,446","167,446",1.0,1,5485,5,
Drinks,drink,0.0,0,4798,4,
Yes,yes,1.0,1,4571,4,
Donald Trump,Donald Trump,1.0,1,6721,5,
,Wiiija,0.0,0,3777,1,Actor failed: APITimeoutError: Request timed out.
Judson,Judson,1.0,1,6753,5,
Tyndall Air Force Base,Tyndall Air Force Base,1.0,1,6592,4,
,Zale Corporation,0.0,0,1380,1,Actor failed: APITimeoutError: Request timed out.
1982,1982,1.0,1,6183,5,
Tommy Morrison,Tommy Morrison,1.0,1,5612,4,
Armin van Buuren,Armin van Buuren,1.0,1,4456,4,
The Second City,Second City Theatre,0.6666666666666666,0,9666,6,
Pune,Pune,1.0,1,5050,4,
David Usher,David Usher,1.0,1,4685,4,
Quinceañera,Quinceañera,1.0,1,5722,5,
Andrew Bird,Andrew Bird,1.0,1,11334,5,
Tennis,tennis,1.0,1,4387,4,
The New Orleans Saints,New Orleans Saints,0.8571428571428571,0,7300,5,
Laura Kirk,Laura Ellen Kirk,0.8,0,7411,6,
German Football Association,The DFB Sports Court,0.0,0,4912,4,
"Atlanta, Georgia","Atlanta, Georgia",1.0,1,6058,4,
Beyond the Gates of Splendor,Beyond the Gates of Splendor,1.0,1,4587,4,
440,440,1.0,1,4944,4,
Hector on Stilts,Hector on Stilts,1.0,1,6994,4,
Democrat,Democrat,1.0,1,6013,5,
A Long Way Home,"""A Long Way Home""",1.0,1,6181,5,
Eastern North America,eastern North America,1.0,1,7571,5,
United States,American,0.0,0,4787,4,
Brandon Tartikoff,Brandon Tartikoff,1.0,1,5936,5,
"Yarmouth, Maine","Yarmouth, Maine",1.0,1,6113,5,
No.,no,1.0,1,5462,4,
"7,585","7,585",1.0,1,5820,5,
"Sweden, Finland, and Norway","Sweden, Finland, and Norway",1.0,1,6941,5,
Affirmative action,Affirmative action,1.0,1,5072,4,
La Fea Mas Bella,La Fea Mas Bella,1.0,1,5827,5,
No.,no,1.0,1,4881,4,
No,no,1.0,1,4507,4,
Catherine Deneuve,Catherine Deneuve,1.0,1,5755,5,
,Desiderata,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Flowering plants,flowering plants,1.0,1,4563,4,
$1.7 billion,$1.7 billion,1.0,1,4299,4,
And There's More,And There's More,1.0,1,6948,5,
Royal Opera House,The Royal Opera House,0.8571428571428571,0,4885,4,
Teeth,Teeth,1.0,1,4336,4,
Wichita City Carnegie Library Building,Wichita City Carnegie Library Building,1.0,1,4827,4,
William T. Anderson,William T. Anderson,1.0,1,4448,4,
Liverpool F.C.,Liverpool Football Club,0.4,0,7371,5,
Film director,film director,1.0,1,4137,4,
22 June 1944,22 June 1944,1.0,1,5918,5,
10,ten weeks,0.0,0,5670,5,
Pride Divide,Pride Divide,1.0,1,4217,4,
Ridley Scott,Ridley Scott,1.0,1,5703,5,
Second,second,1.0,1,7415,5,
Martin Heidegger,Martin Heidegger,1.0,1,4613,4,
No,no,1.0,1,4211,4,
Fir,Firs,0.0,0,4617,4,
Ice King,Ice King,1.0,1,5929,4,
1950,1950,1.0,1,5743,5,
Carlsberg Laboratory,Carlsberg Laboratory,1.0,1,4673,4,
American,American,1.0,1,5584,5,
Mercedes-Benz,Smart,0.0,0,4433,4,
Deadpool 2,Deadpool 2,1.0,1,4864,4,
South Park,South Park,1.0,1,8315,5,
A. J. McClung Memorial Stadium,J. McClung Memorial Stadium,0.888888888888889,0,7101,6,
"No, only Juniper belongs to the cypress family Cupressaceae; Indigofera belongs to the Fabaceae family.",no,0.125,0,4602,4,
Javier Sotomayor,Javier Sotomayor,1.0,1,4738,4,
Alex Cox,"Alexander ""Alex"" Cox",0.8,0,4447,4,
4,four,0.0,0,5901,5,
Elizabeth Smylie,Elizabeth Smylie,1.0,1,5548,4,
"39,134","39,134",1.0,1,5472,5,
1928,1928,1.0,1,6513,5,
William Grant Still,William Grant Still,1.0,1,5564,4,
Film director,director,0.6666666666666666,0,5142,4,
Pro Wrestling Fujiwara Gumi,Pro Wrestling Fujiwara Group,0.75,0,18436,10,
Ngangkiparri,Ngangkiparri,1.0,1,5892,5,
The Awakening,The Awakening,1.0,1,4961,4,
"Yes, both Kelly Jones and Martha Reeves are singers.",yes,0.19999999999999998,0,4632,4,
Cleveland Browns,Cleveland Browns,1.0,1,4277,4,
Francesco Baracca,Count Francesco Baracca,0.8,0,4365,4,
,Southern Baptist Theological Seminary,0.0,0,3310,1,Actor failed: APITimeoutError: Request timed out.
Wadia Group,Wadia Group,1.0,1,5886,5,
October 2001,October 2001,1.0,1,6315,5,
listed buildings,Joseph Groome Towers,0.0,0,12456,6,
Camp Chapman attack,Camp Chapman attack,1.0,1,4473,4,
Vladislav Lantratov,Vladislav Lantratov,1.0,1,5780,4,
1626,1626,1.0,1,6909,5,
5,five,0.0,0,5991,5,
Microsoft Studios,Microsoft Studios,1.0,1,6443,5,
Ulster,Ulster,1.0,1,5942,4,
,Rosemary Sutcliff,0.0,0,3508,1,Actor failed: APITimeoutError: Request timed out.
The Usual Suspects,The Usual Suspects,1.0,1,7594,5,
1995,1995,1.0,1,4317,4,
Caltech,Caltech,1.0,1,6081,5,
U.S. Route 51,U.S. Route 51,1.0,1,5364,4,
51 Birch Street,51 Birch Street,1.0,1,4349,4,
,1967,0.0,0,1515,1,Actor failed: APITimeoutError: Request timed out.
Harry Doyle,Harry Doyle,1.0,1,5387,4,
Documentary,documentary,1.0,1,5030,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,4486,4,
Tony Rice,Tony Rice,1.0,1,6245,5,
2001,2001,1.0,1,18333,9,
Sidney Hall,Sidney Hall,1.0,1,7134,5,
The London Connection,The London Connection,1.0,1,5185,4,
American-Canadian,American-Canadian,1.0,1,5441,4,
Charleston,Charleston,1.0,1,5080,5,
California,California,1.0,1,3925,4,
China,China,1.0,1,2341,2,
Micromeria,Micromeria,1.0,1,4630,4,
No,no,1.0,1,4704,4,
The New York Times,The New York Times,1.0,1,4693,4,
"1,200","1,200",1.0,1,5418,4,
2006,2006,1.0,1,4383,4,
Belgrade,Belgrade,1.0,1,5589,5,
1989,1989,1.0,1,5261,4,
United States Department of Health and Human Services,the United States Department of Health and Human Services,0.9411764705882353,0,5645,5,
Pan-Africanism,Pan-Africanism,1.0,1,4861,4,
"May 16, 1947","May 16, 1947",1.0,1,5558,5,
The IT Crowd,"""The IT Crowd""",1.0,1,5828,5,
Bella,Bella,1.0,1,4146,4,
Rock,Rock,1.0,1,5792,4,
Tina Turner,Tina Turner,1.0,1,5153,4,
,yes,0.0,0,1630,1,Actor failed: APITimeoutError: Request timed out.
Oleg Menshikov,Oleg Menshikov,1.0,1,5016,4,
18 March 1985,18 March 1985,1.0,1,6172,5,
Requiem in White,Requiem in White,1.0,1,6469,5,
1879,1879,1.0,1,5497,5,
"Irvine, California","Irvine, California",1.0,1,4877,4,
Sports Illustrated,Sports Illustrated,1.0,1,5678,5,
8,eight,0.0,0,5206,4,
Objectivist group of poets,Objectivist,0.4,0,6607,4,
Credit Union Christmas Pageant,Credit Union Christmas Pageant,1.0,1,5719,5,
Guy Ritchie,Guy Ritchie,1.0,1,4114,4,
Football,football,1.0,1,4630,4,
The Inbetweeners 2,The Inbetweeners 2,1.0,1,5908,5,
Edward Burne-Jones,Edward Burne-Jones,1.0,1,6016,5,
Austrian,Austrian,1.0,1,6807,5,
Big 12 Conference,the Big 12 Conference,0.8571428571428571,0,9074,5,
1664,1664,1.0,1,6182,5,
Loretta Lynn,Loretta Lynn,1.0,1,5659,5,
1991,1991,1.0,1,5922,5,
Yes,yes,1.0,1,4395,4,
Gary Sinise,Gary Sinise,1.0,1,9072,4,
Renée Montagne,Renée Montagne,1.0,1,7733,5,
Lancashire League,Lancashire League,1.0,1,9467,5,
"April 12, 2011","April 12, 2011",1.0,1,6708,5,
Tom Sawyer,"Thomas ""Tom"" Sawyer",0.8,0,4474,4,
Northwest Angle,The Northwest Angle,0.8,0,4713,4,
22 July 2002,22 July 2002,1.0,1,4897,4,
2011,2011,1.0,1,5602,5,
"Yes, both Naser Mestarihi and Justin Sane are singer-songwriters.",yes,0.19999999999999998,0,4667,4,
,Unfabulous,0.0,0,4891,1,Actor failed: APITimeoutError: Request timed out.
England,England,1.0,1,6901,5,
,Springfield Elementary School,0.0,0,1686,1,Actor failed: APITimeoutError: Request timed out.
Tennis,tennis,1.0,1,4548,4,
Lucy Maud Montgomery,Lucy Maud Montgomery,1.0,1,4931,4,
Best Young Actor/Actress,Best Young Actor/Actress,1.0,1,7035,5,
John Wayne,John Wayne,1.0,1,8494,6,
Lillibullero,Lillibullero,1.0,1,5689,5,
Stephen Frears,Stephen Frears,1.0,1,13496,5,
9.2 million,9.2 million,1.0,1,5727,5,
Rome,Rome,1.0,1,6058,5,
Mohan Veena,Mohan Veena (slide guitar),0.6666666666666666,0,5726,5,
Warrior King,"""Warrior King""",1.0,1,5827,4,
The Jungle Book,The Jungle Book,1.0,1,4560,4,
Oprah Winfrey,Oprah Winfrey,1.0,1,5306,4,
The Battle of Liège and the Battle of Tannenberg,Battle of Liège and the Battle of Tannenberg,0.9411764705882353,0,5779,5,
Stephen Devassy,Stephen Devassy,1.0,1,4616,4,
"No, a Brandy Alexander is brandy-based, while a Paloma is tequila-based.",no,0.16666666666666669,0,4482,4,
Bruce Weber,Bruce Weber,1.0,1,6041,5,
Scottish,Scottish,1.0,1,5849,5,
Yes,yes,1.0,1,4556,4,
Riccardo Cocchi,Riccardo Cocchi,1.0,1,3894,4,
1967,1967,1.0,1,4574,4,
Colorado Avalanche,Colorado Avalanche,1.0,1,5971,5,
Tsui Hark,Tsui Hark,1.0,1,6773,5,
Belgium,Belgium,1.0,1,6023,4,
The Day After,The Day After,1.0,1,5075,4,
No,no,1.0,1,4267,4,
1993,1993,1.0,1,9687,5,
Discovery Institute,Discovery Institute's Center for Science and Culture,0.22222222222222224,0,5624,5,
University of Texas,University of Texas,1.0,1,6251,5,
"October 22, 1992","October 22, 1992",1.0,1,5690,5,
Rashida Jones,Rashida Jones,1.0,1,14925,7,
1990s,1990s,1.0,1,5669,5,
Partington,Partington,1.0,1,7991,5,
Medici,Medici,1.0,1,4275,4,
Amherst College,Amherst College,1.0,1,4954,4,
American,American,1.0,1,5949,5,
David Cutcliffe,David Cutcliffe,1.0,1,6032,4,
Raees,Raees,1.0,1,5639,5,
Bruce Darnell,Bruce Darnell,1.0,1,7841,5,
South Korea,South Korea,1.0,1,4004,4,
"8,777","8,777",1.0,1,5901,5,
MTV VJ,MTV VJ,1.0,1,6950,5,
"2006, Brushfire Records",2006,0.5,0,7811,5,
"Yes, both Ima Robot and Of Montreal are music bands.",yes,0.18181818181818182,0,4422,4,
78.5 miles,78.5 mi,0.5,0,5641,5,
Northeast Regional,The Northeast Regional,0.8,0,6262,4,
Yakshagana artist,Yakshagana,0.6666666666666666,0,5004,4,
1871,1871,1.0,1,5032,4,
London,East Dulwich,0.0,0,7337,5,
raw sexuality,raw sexuality,1.0,1,5242,4,
Immanuel College,Immanuel College,1.0,1,5046,4,
"March 25, 1928","March 25, 1928",1.0,1,5021,4,
Apple TV,Apple TV,1.0,1,5923,5,
Jaeger Corps,Jaeger Corps,1.0,1,5390,5,
"Victor A. Vyssotsky, Robert Morris Sr., and M. Douglas McIlroy",Bell Labs,0.0,0,7059,4,
,Denis Johnson,0.0,0,1934,1,Actor failed: APITimeoutError: Request timed out.
,Tony Scott,0.0,0,2040,1,Actor failed: APITimeoutError: Request timed out.
,George V,0.0,0,1763,1,Actor failed: APITimeoutError: Request timed out.
Western Division,Western Division,1.0,1,5759,5,
GamePro,GamePro,1.0,1,8105,5,
,his speed on the ball,0.0,0,1735,1,Actor failed: APITimeoutError: Request timed out.
"No, only Nelly Sachs won a Nobel Prize in Literature (in 1966); James Agee won a Pulitzer Prize.",no,0.10526315789473684,0,6321,4,
Edgewater,Edgewater,1.0,1,5527,5,
Lily Tomlin,"Mary Jean ""Lily"" Tomlin",0.6666666666666666,0,5768,4,
,Hit Parader,0.0,0,2458,1,Actor failed: APITimeoutError: Request timed out.
New York,New York,1.0,1,4089,4,
Yes,yes,1.0,1,4253,4,
Gregory Hines,Gregory Hines,1.0,1,4990,4,
Central Intelligence Agency,Central Intelligence Agency,1.0,1,6789,5,
scoring goals,scoring goals,1.0,1,5331,5,
1957,1957,1.0,1,4492,4,
University of Washington,University of Washington,1.0,1,6184,5,
Yes,yes,1.0,1,4582,4,
,Trouble Every Day,0.0,0,2934,1,Actor failed: APITimeoutError: Request timed out.
David Jason,Sir David John White,0.3333333333333333,0,5549,4,
Sammy Wilson,Sammy Wilson,1.0,1,5539,4,
Torah and Talmudic scholar,Torah and Talmudic scholar,1.0,1,7044,5,
Sleeper Agent,Sleeper Agent,1.0,1,4006,4,
New Jersey,New Jersey,1.0,1,5700,5,
Denmark,Denmark,1.0,1,3903,4,
Dancing with the Stars,Dancing with the Stars,1.0,1,8859,5,
Luigi Einaudi,Luigi Einaudi,1.0,1,5803,5,
1986,1986,1.0,1,5409,5,
Yes,yes,1.0,1,4256,4,
Erik Paulsen,Erik Paulsen,1.0,1,8306,5,
Mount Panorama and Wahluu,Mount Panorama and Wahluu,1.0,1,6356,5,
The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,1.0,1,4744,4,
Amanda Curtis,Amanda Curtis,1.0,1,6236,5,
,Mick Woodmansey,0.0,0,34215,20,
Festivali i Këngës and Kënga Magjike,Kënga Magjike,0.5,0,5615,4,
1945,1945,1.0,1,5838,5,
Donovan,Donovan,1.0,1,5012,4,
John Luessenhop,John Luessenhop,1.0,1,6454,5,
Rollo,Rollo,1.0,1,6129,5,
American,American,1.0,1,4518,4,
