prediction,reference,f1,em,tokens_used,num_api_calls,error
Magazine,magazine,1.0,1,3297,4,
,DC Comics,0.0,0,14126,10,Max steps reached without final answer
Hannibal Lecter,Hannibal Lecter,1.0,1,3320,4,
Mark L. Lester,Mark L. Lester,1.0,1,1993,3,
dairy products,dairy products,1.0,1,3065,4,
85,85,1.0,1,3191,4,
Jeff Green,Jeffrey Lynn Green,0.4,0,3628,4,
Yes,yes,1.0,1,1820,3,
Johannesburg,Johannesburg,1.0,1,2374,3,
Big Data,Big Data,1.0,1,3097,4,
1960,1960,1.0,1,3631,4,
"Let me check the list of chunks again to see if there are any other relevant ones that might contain publisher information for ""It Takes a Village"".

Looking at the available chunks, I don't see any that specifically contain publisher information. However, based on context, the question seems to be asking about the author/publisher, and from the chunks I've read:

- ""It Takes a Family"" (2005 by Rick Santorum) is a response to ""It Takes a Village"" (1996 by Hillary Clinton)
- Hillary Clinton was the First Lady when she wrote ""It Takes a Village""

The question asks who published the 1996 book. From the context, it appears Hillary Rodham Clinton was the author/publisher (as she was First Lady when she published it).

Final answer: Hillary Rodham Clinton",Hillary Rodham Clinton,0.046511627906976744,0,3022,4,
The show that connects Arthur Darvill and Matt Smith is Doctor Who.,Doctor Who,0.2857142857142857,0,3080,4,
Victorian era,Victorian era,1.0,1,3306,4,
Nokia Theatre,Nokia Theatre,1.0,1,3112,4,
Attack on Pearl Harbor,attack on Pearl Harbor,1.0,1,4213,4,
"October 1, 2017",October 1st,0.4,0,3035,4,
Vestfold,Vestfold,1.0,1,5635,5,
Josh Jackson,Josh Jackson,1.0,1,3249,4,
Cosmicomics,"""Cosmicomics""",1.0,1,4144,4,
American,American,1.0,1,2190,3,
England–Germany football rivalry,England and West Germany,0.0,0,1957,3,
Emilia-Romagna,northern Italian region,0.0,0,2032,3,
"Based on the available context, V. K. Krishna Menon was regarded as the ""second most powerful man in India, after his ally, 1st Prime Minister of India Jawaharlal Nehru."" This means during Jawaharlal Nehru's tenure as Prime Minister, Menon held this position.

Jawaharlal Nehru was born on 14 November 1889.",14 November 1889,0.11320754716981131,0,17152,7,
1 million,1 million,1.0,1,2632,4,
Rashtriya Swayamsevak Sangh,the Hindu nationalist Rashtriya Swayamsevak Sangh,0.6666666666666666,0,2933,4,
"Based on the context chunks I've read, Route 146 and Interstate 890 both run through Schenectady, New York. The third highway that also runs through Schenectady is **New York State Route 337**.

From the context:
- Route 146 is described as ""a major thoroughfare in the city of Schenectady""
- Interstate 890 ""passes through Downtown Schenectady""
- New York State Route 337 ""forms a connection from NY-7 to Interstate-890 along the western edge of the city of Schenectady""

While Route 337 is described as being along the western edge rather than directly through the city center, it is the only other highway explicitly mentioned in relation to Schenectady in the provided context.

New York State Route 337",I-90,0.0,0,15054,9,
Enrollment Act of 1863,Conscription in the United States,0.0,0,3316,4,
Ford Fusion,Ford Fusion,1.0,1,3629,4,
1880,1880,1.0,1,3083,4,
Bart Conner,Bart Conner,1.0,1,6991,6,
Advanced Micro Devices,Advanced Micro Devices,1.0,1,2024,3,
Stacey Kent,Stacey Kent,1.0,1,3983,5,
Barton Mine,Barton Mine,1.0,1,2251,3,
3544,"3,544",1.0,1,3470,4,
Yes,yes,1.0,1,1986,3,
"Based on the context, both Barbara Jordan and Mark Knowles are tennis players.",former tennis player,0.125,0,3091,4,
Elyes Gabel,Elyes Gabel,1.0,1,3115,4,
"Based on the available context, the two skills that Lee Hong-gi and Dee Snider have in common are:
- Singer-songwriter  
- Actor","singer-songwriter, actor",0.18181818181818182,0,2088,3,
no,"Robert Manoogian Jr. (January 4, 1918 – April 3, 2002) was an American professional wrestler",0.0,0,3124,4,
Ben Miller,Ben Miller,1.0,1,4823,5,
Nick Cave,Nick Cave,1.0,1,2737,4,
Lafayette,"Gilbert du Motier, Marquis de Lafayette",0.2857142857142857,0,4678,5,
UEFA Euro 2020,UEFA Euro 2020,1.0,1,2192,3,
Eastern Air Lines,International Association of Machinists,0.0,0,16956,10,
Putnam County,Putnam County,1.0,1,3336,4,
Planes,Planes,1.0,1,2185,3,
Brassy or comic roles in films in the 1950s and 1960s.,comic roles,0.3076923076923077,0,3454,4,
Hurricane Ivan,Hurricane Ivan,1.0,1,5267,5,
Hunting,bred for hunting,0.5,0,2034,3,
Peter F. Paul,Peter F. Paul,1.0,1,3245,4,
,1908,0.0,0,13351,10,Max steps reached without final answer
"Based on the context chunks, the answer is the **Sulphur Bank Mine**. 

The chunk confirms that ""The Sulphur Bank Mine... became one of the most noted mercury producers in the world"" and it is located in Lake County, California. While the exact operating timeline isn't specified in this chunk, the description perfectly matches the question's criteria of being a noted mercury producer in California.",Sulphur Bank Mine,0.08955223880597014,0,5379,5,
Lorraine Hansberry,Lorraine Vivian Hansberry,0.8,0,1963,3,
Leroy,Leroy,1.0,1,2118,3,
The Brothers Grimm,Brothers Grimm,0.8,0,3042,4,
Bluehole,PUBG Corp.,0.0,0,4879,5,
Denny Doherty,Dennis Gerrard Stephen Doherty,0.3333333333333333,0,3006,4,
the Germs,The Go-Go's,0.5,0,1983,3,
Philippe Coutinho,Philippe Coutinho Correia,0.8,0,2868,4,
Moroni,Moroni,1.0,1,2990,4,
No,no,1.0,1,3372,4,
1981,1981,1.0,1,2094,3,
Norman Jewison,Norman Jewison,1.0,1,3178,4,
The piece is Lincolnshire Posy.,Lincolnshire Posy,0.5714285714285715,0,4175,4,
He Stopped Loving Her Today,He Stopped Loving Her Today,1.0,1,3325,4,
Andrzej Żuławski,Andrzej Żuławski,1.0,1,7422,7,
williamsworks,williamsworks,1.0,1,2970,4,
Queer as Folk,Queer as Folk,1.0,1,4485,5,
1954,1954,1.0,1,3024,4,
,magnesium,0.0,0,16751,10,Max steps reached without final answer
1969,1969,1.0,1,2916,4,
Iceland,Iceland,1.0,1,3407,4,
The Brothers Quay,Brothers Quay,0.8,0,3733,4,
American,American,1.0,1,2903,4,
1968,1968,1.0,1,3058,4,
Huaihua,Huaihua,1.0,1,3269,4,
,Harry Francis Craft,0.0,0,13180,10,Max steps reached without final answer
Key deer,Key deer,1.0,1,4704,5,
Billy Bob Thornton,"""Billy Bob"" Thornton",1.0,1,2835,4,
Raymond Mays,Raymond Mays,1.0,1,3339,4,
The building's lighting system (coloured lights on the sides that illuminate at night in intricate light shows),coloured lights,0.21052631578947367,0,2388,3,
Yes,yes,1.0,1,2036,3,
"Larry Linville was best known for his portrayal of Major Frank Burns on the television series ""M*A*S*H.""",surgeon Major Frank Burns,0.2857142857142857,0,2925,4,
"Based on the information available:

- Faxe Brewery is a Danish Brewery located in the town of Faxe
- The Heineken Premium Light chunk doesn't specify the country where Heineken is brewed

Since the question asks for the country where both beers are brewed, and Faxe is clearly Danish, but Heineken's brewing country isn't specified in these chunks, I need more information. However, based on what I can see, if I had to answer based purely on the available information that mentions a specific country, it would be Denmark for Faxe, but I cannot fully answer the question about both beers together with the current context.

Let me check if there are other relevant chunks:</think>
Denmark",Denmark,0.017391304347826087,0,2181,3,
Triple Seven,"""Triple Seven""",1.0,1,2322,3,
Bralorne,Bralorne,1.0,1,4347,5,
United States Secretary of State,United States Secretary of State,1.0,1,3323,4,
Genus,genus,1.0,1,2299,3,
The Grammy Award for Best Hard Rock Performance,Grammy Award,0.4,0,8776,7,
Wang Xiaoshuai,Del Lord,0.0,0,1860,3,
Serj Tankian,Serj Tankian,1.0,1,2595,3,
Vice documentary,a Vice documentary,0.8,0,6798,6,
Shayaa Bin Abraham-Joseph,Shayaa Bin Abraham-Joseph,1.0,1,3229,4,
Kosači,Kosači,1.0,1,6079,6,
Frida,Frida,1.0,1,2907,4,
1400,1400 mi,0.6666666666666666,0,2920,4,
,Joël Robuchon,0.0,0,16885,10,Max steps reached without final answer
Bacoli,Bacoli,1.0,1,7050,6,
"Based on the available context, I cannot definitively answer whether Howard Hawks was a screenwriter of more productions than Arthur Berthelet. The available information mentions that Howard Hawks was a film director, producer, and screenwriter, with specific reference to him writing the story for ""Only Angels Have Wings"" (1939). However, Arthur Berthelet is only mentioned as a film director, with no explicit mention of screenwriting credits in the provided context. The available context does not contain the specific production counts needed to make this comparison.",yes,0.0,0,6650,5,
Yes,yes,1.0,1,2253,3,
The Ugliest Pilgrim,The Ugliest Pilgrim,1.0,1,2985,4,
1986,in 1986,0.6666666666666666,0,2895,4,
The name of the business is Dayton's.,Target Corporation,0.0,0,3582,4,
High Plains region of West Texas,High Plains,0.5,0,13014,7,
45000,"45,000",1.0,1,7965,6,
Slade,Slade,1.0,1,4905,5,
Magazines,magazine,0.0,0,1962,3,
Miss Universe,Miss Universe,1.0,1,7793,7,
"Anne Clarissa Eden, Dowager Countess of Avon",Anne Clarissa Eden,0.6,0,3314,4,
Žalgiris Kaunas,Žalgiris Kaunas.,1.0,1,5066,5,
,software for singing training,0.0,0,14257,10,Max steps reached without final answer
Metallica,Metallica,1.0,1,3219,4,
Yes,yes,1.0,1,2078,3,
"Based on the available information, Peter Garrett has had more diverse job experiences. The text describes him as ""an Australian musician, environmentalist, activist and former politician,"" indicating multiple distinct career roles, while Ryo Kawakita is described only as ""the guitarist, songwriter and singer of Japanese metal band Maximum the Hormone,"" focusing exclusively on musical roles.",Peter Robert Garrett,0.06896551724137931,0,2361,3,
Six weeks,six-week television series,0.0,0,1980,3,
No,no,1.0,1,2748,4,
,producer,0.0,0,18102,10,Max steps reached without final answer
The Classic Crime,The Classic Crime,1.0,1,3557,4,
Steven Tyler,Steven Tyler,1.0,1,2246,3,
5.5 million,5.5 million,1.0,1,3831,4,
Jens Lehmann,Jens Lehmann,1.0,1,10618,8,
Will Traynor,Will Traynor,1.0,1,2234,3,
Abigail Breslin,Abigail Breslin,1.0,1,8285,7,
No Words appeared on Paul McCartney's fifth post-Beatles album.,fifth,0.19999999999999998,0,8386,7,
PEC Zwolle,Zwolle,0.6666666666666666,0,3385,4,
Connie Murphy,Connie Murphy,1.0,1,4913,5,
Make magazine,Make,0.6666666666666666,0,2962,4,
"Robert Palmer's eclectic mix of musical styles combining soul, jazz, rock, pop, reggae, and blues, along with his distinctive voice and sartorial acumen, allowed him to achieve mainstream success in both North America and Europe, with Top 10 hits in the US and UK and chart-topping albums across multiple European countries.",eclectic mix of musical styles,0.17857142857142855,0,4050,4,
Yahi tribe,the Yahi tribe,0.8,0,2012,3,
Operation Nordwind,Operation North Wind,0.4,0,2175,3,
Serge Haroche,Serge Haroche,1.0,1,3309,4,
The Melvins,The Melvins,1.0,1,2105,3,
Aguecheek,Aguecheek,1.0,1,4318,4,
"Based on the information from the context:

1. **Morning glory**: The text states that ""morning glory species belong to many genera"" in the Convolvulaceae family Morning glory is a common name for over 1,000 flowering plant species, but these species belong to multiple different genera, not a single ""morning glory"" genus.

2. **Sorbus**: The text clearly states ""Sorbus is a genus of about 100–200 species of trees and shrubs in the rose family Rosaceae.""

Therefore, **no**. Only Sorbus is a genus of plants, while morning glory refers to species belonging to multiple genera.",yes,0.0,0,5426,5,
Yes,yes,1.0,1,3052,4,
No,no,1.0,1,2268,3,
"The Kabalas were inspired by Polka, a traditional Eastern European dance music.",Polka,0.15384615384615385,0,9574,7,
Bob Stoops,Bob Stoops,1.0,1,4467,5,
Marmaduke,Marmaduke,1.0,1,3424,4,
John Tardy,John Tardy,1.0,1,1910,3,
Lil' Mo,Cynthia Karen Loving,0.0,0,3581,4,
"Prince of Bismarck, Duke of Lauenburg","Prince of Bismarck, Duke of Lauenburg",1.0,1,3783,4,
Melbourne,Melbourne,1.0,1,3181,4,
Jungle Jim,Jungle Jim,1.0,1,2848,4,
"The Theater at Madison Square Garden in New York City, New York",Theater at Madison Square Garden,0.5882352941176471,0,3012,4,
Slovenian,Slovenian,1.0,1,2092,3,
I Knew You Were Trouble,I Knew You Were Trouble,1.0,1,3310,4,
"Teatro dei Fiorentini, Naples",Teatro dei Fiorentini,0.8571428571428571,0,3378,4,
"September 26, 1984","September 26, 1984",1.0,1,3349,4,
"Based on the information from the chunks provided:

1. Auburn is an electoral district in Sydney's West
2. Auburn is currently represented by Luke Foley, who is the leader of the Australian Labor Party in NSW

However, none of the available context chunks contain information about when Luke Foley resigned from his political party. The chunks mention his role as Leader of the Opposition and parliamentary leader of the NSW Labor Party, as well as his resignation from the Legislative Council to contest the Auburn seat in 2015, but there's no information about party resignation.",2015,0.020833333333333332,0,15248,10,
David Connell,David Connell,1.0,1,6717,6,
,It performed disappointingly,0.0,0,16956,10,Max steps reached without final answer
The context chunks do not contain information about the original publication dates of both Winnie the Pooh and The Jungle Book books. The chunks primarily focus on Disney film adaptations and do not provide the historical publication information needed to answer which book was released first.,The Jungle Book,0.12244897959183672,0,15505,9,
Yevgeny Kafelnikov,Yevgeny Aleksandrovich Kafelnikov,0.8,0,2163,3,
Queen Elizabeth-class battleships,"Queen Elizabeth""-class battleships",1.0,1,5080,5,
Weimar at the Grossherzogliches Theater,Grossherzogliches (Grand Ducal) Theater,0.4444444444444445,0,3090,4,
1900,1900,1.0,1,3408,4,
1980s,developed by Ivasim in 1980s,0.33333333333333337,0,2132,3,
NBC's Discovery Kids on NBC,NBC's Discovery Kids,0.7499999999999999,0,2873,4,
United Kingdom,United Kingdom,1.0,1,1666,3,
"Charles Wellesley, 9th Duke of Wellington",Duke of Wellington,0.6666666666666666,0,3279,4,
The Game Plan,The Game Plan,1.0,1,2240,3,
Stargate SG-1,Twin Peaks,0.0,0,18611,10,
Tennis,tennis player,0.6666666666666666,0,1952,3,
3,three-door,0.0,0,2203,3,
Ortigas Center,Ortigas Center,1.0,1,6774,6,
"May 16, 1946","May 16, 1946",1.0,1,2887,4,
Chris Anderson,Chris Anderson,1.0,1,2713,4,
No,no,1.0,1,2167,3,
1956 to 1996,from 1956 to 1996,0.8571428571428571,0,3207,4,
Aloe,Aloe,1.0,1,1682,3,
1787,1787,1.0,1,3178,4,
Reginald Denny,Reginald Denny,1.0,1,3304,4,
,Portezuelo Formation,0.0,0,14445,10,Max steps reached without final answer
Europe,Europe,1.0,1,2858,4,
"Salford, Greater Manchester",Greater Manchester,0.8,0,3006,4,
"From the available information, Ateneo de Davao University offers grade school and high school education (K-12 level) that University of Minnesota does not offer.

Ateneo de Davao University has ""a grade school and high school"" as part of its educational system, while the University of Minnesota, described as ""a public research university"" organized into 19 colleges and schools, does not mention offering K-12 education.",a grade school and high school,0.17142857142857143,0,2378,3,
Alberto Zaccheroni,Alberto Zaccheroni,1.0,1,5313,5,
London Stock Exchange,the London Stock Exchange,0.8571428571428571,0,3025,4,
Dick Van Patten,Dick Van Patten,1.0,1,2856,4,
The Elements,all the chemical elements,0.6666666666666666,0,2488,3,
Melbourne,Melbourne,1.0,1,2953,4,
"Based on the context, Sandy Fox and King of the Hill are both American productions related to animation. Sandy Fox provided voice acting for the show, and both are part of the animation industry ecosystem. The text also notes that King of the Hill was an American animated sitcom that ran on Fox from 1997-2009, which overlaps with Sandy Fox's career period where she worked on various animated shows including King of the Hill.",American,0.026666666666666665,0,4382,4,
1973,1973,1.0,1,5370,5,
Alexandra Feodorovna,Alexandra Feodorovna,1.0,1,4661,5,
"Las Vegas, Nevada","Las Vegas, Nevada",1.0,1,2841,4,
"Based on the available information, Huntington Mall (which has a BAM! store) is owned by Cafaro Company of Youngstown, Ohio. While Huntington Mall itself is located in West Virginia rather than Youngstown, Ohio, the ownership company is indeed based in Youngstown, Ohio.",Cafaro Company,0.0909090909090909,0,6695,6,
A-Gon and Titán,A-Gon,0.5,0,8957,7,
New Jersey,New Jersey,1.0,1,3377,4,
23 June 2013,23 June 2013.,1.0,1,3161,4,
Dean Koontz,Dean Ray Koontz,0.8,0,2192,3,
Stephen King,Stephen King,1.0,1,3556,4,
Edward Scobie is best known for research showing African immigrants in Europe are either born in Africa or are of African descent but live in Europe.,born in Africa or are of African descent,0.47058823529411764,0,3136,4,
Cheers (Drink to That),"""Cheers (Drink to That)""",1.0,1,3133,4,
Abbasid,Tahirid dynasty,0.0,0,3368,4,
The Royal Exchange complex includes the Royal Exchange Theatre and the Royal Exchange Shopping Centre.,the Royal Exchange Theatre and the Royal Exchange Shopping Centre.,0.8,0,2701,4,
No,no,1.0,1,2239,3,
No,no,1.0,1,2101,3,
Sheldon Silver,Sheldon Silver,1.0,1,2968,4,
The Moscow Satyricon Theatre,Moscow Satyricon Theatre,0.8571428571428571,0,3601,4,
Over 80 awards,over 80,0.8,0,3618,4,
No,no,1.0,1,2006,3,
Ruth Madoff,Ruth Madoff,1.0,1,3236,4,
1809,1809,1.0,1,2900,4,
Australia,Australia,1.0,1,2701,4,
Peter Auty,Peter Auty,1.0,1,3024,4,
"Both Freedomland U.S.A. and Baychester were located in the same geographic area - Freedomland U.S.A. was an amusement park situated in the Baychester area of the Bronx, New York City.",formerly home to the amusement park,0.17142857142857143,0,1934,3,
Texas country music,Texas country music,1.0,1,2068,3,
Donald Duck,Donald Duck,1.0,1,2989,4,
antihero,originally a villain,0.0,0,5040,5,
film director,director,0.6666666666666666,0,5213,6,
1868 to 1914,1868 to 1914,1.0,1,2861,4,
Alex Chilton,Alexander Chilton,0.5,0,2218,3,
"Based on the information I've gathered:

1. **The scholar**: Dr. Roy Kinneer Patteson, Jr. analyzed the Ben Sira Scroll discovered at Masada in 1964, establishing a critical Hebrew text for portions of Sirach.

2. **The book**: The portions were added to the Book of Sirach (also known as the Wisdom of Sirach or Ecclesiasticus).

3. **The author**: Ben Sira (Joshua son of Sirach,Jesus Ben Sira) wrote the Book of Sirach.

4. **The inspiration**: According to the Sirach chunk, Ben Sira wrote the book ""on the inspiration of his father Joshua son of Sirach.""

Jesus son of Sirach",his father Joshua,0.06000000000000001,0,15461,9,
Kevin Wilson,Kevin Reece Wilson,0.8,0,3165,4,
Selena Gomez,Selena Gomez,1.0,1,3312,4,
Arizona,Arizona,1.0,1,3293,4,
Lost Frequencies,Lost Frequencies,1.0,1,3173,4,
PepsiCo,the Pepsi-Cola company,0.0,0,2869,4,
5,5 days per decade,0.4,0,2357,3,
11 million,Nearly 11 million,0.8,0,4120,5,
"Based on the information I found:

- **Die Macher**: Designed by Karl-Heinz Schmiel of Germany - Yes, it's a German board game.

- **Quoridor**: Designed by Mirko Marchesi and published by Gigamic Games - No specific mention of German origin.

**Answer: No**",no,0.05128205128205127,0,2841,4,
diabetes mellitus,diabetes,0.6666666666666666,0,3049,4,
Comic Court,Comic Court,1.0,1,8423,7,
"Based on the historical context provided in the available chunks, the premise of this question is flawed. In 1652, there was no king of England, Scotland and Ireland. 

After the execution of Charles I in 1649, England became a Commonwealth (republic) under Oliver Cromwell. Charles II, who had been king of Scotland from 1649-1651, was deposed in 1651 and went into exile until the Restoration in 1660. In February 1652, Scotland was incorporated into the Commonwealth of England under Cromwell's rule.

Therefore, no king was ruling England, Scotland and Ireland in 1652 to create anything.",The I'Anson Baronetcy of Bassetbury,0.039999999999999994,0,11655,6,
Manhattan Project,the Manhattan Project,0.8,0,3090,4,
Yes,yes,1.0,1,3682,4,
Maytenus,Maytenus,1.0,1,2037,3,
Lüliang,Lüliang,1.0,1,2769,4,
No,no,1.0,1,2009,3,
Rufus Sewell,Kevin,0.0,0,9503,7,
Both are specialized magazines with monthly frequency.,monthly,0.25,0,3354,4,
Chuck Daly,Chuck Daly,1.0,1,3839,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,2980,4,
Yes,yes,1.0,1,1997,3,
2000,2000,1.0,1,3165,4,
Bayern Munich,Bayern Munich,1.0,1,3018,4,
Lari White,Lari Michele White,0.8,0,3400,4,
D.O.,D.O.,1.0,1,3350,4,
National Artist of the USSR,National Artist of the USSR,1.0,1,12213,9,
Universal Pictures,Universal Pictures,1.0,1,6835,6,
Robert Hanssen,Robert Philip Hanssen,0.8,0,1853,3,
Jacobus Arminius,Jacobus Arminius,1.0,1,4437,5,
No,no,1.0,1,4856,5,
Beverly Hills,Beverly Hills,1.0,1,3068,4,
Debra Lehrmann,Judge Debra Lehrmann,0.8,0,8975,7,
J.R.R. Tolkien,J. R. R. Tolkien,0.3333333333333333,0,2158,3,
Bulbophyllum,Bulbophyllum,1.0,1,2203,3,
University of Georgia and Yale University,University of Georgia and Yale University,1.0,1,2109,3,
1967,1967,1.0,1,3552,4,
defensive end,defensive end,1.0,1,1911,3,
1982,1982,1.0,1,3344,4,
Well over one-half,over one-half of the land area,0.4444444444444444,0,3172,4,
The Korean War lasted longer.,Korean War,0.5714285714285715,0,2223,3,
Stratford-upon-Avon,the town of Stratford-upon-Avon,0.4,0,1873,3,
Great Britain,the island of Great Britain,0.5714285714285715,0,6035,6,
"Bill Paxton, Billy Bob Thornton and Bridget Fonda","Bill Paxton, Billy Bob Thornton and Bridget Fonda",1.0,1,3103,4,
Paul Allen,Paul Allen,1.0,1,3081,4,
No,no,1.0,1,4470,5,
,July 23 revolution,0.0,0,19753,10,Max steps reached without final answer
Elliptical,An elliptical galaxy,0.5,0,3473,4,
Allan,Heywood,0.0,0,2711,4,
Rigveda Wiki,Rigveda Wiki,1.0,1,8631,7,
Elizabeth Ann Blaesing,Elizabeth,0.5,0,4716,5,
Memories of Murder,Memories of Murder,1.0,1,3029,4,
Florida Atlantic,Florida Atlantic,1.0,1,3114,4,
,Amsterdam Airport Schiphol,0.0,0,14755,10,Max steps reached without final answer
"Pink Gin uses lemon rind as garnish, Jack and Coke does not.",Pink Gin,0.2857142857142857,0,1984,3,
American Civil War,American Civil War,1.0,1,1907,3,
The Operation M.D.,The Operation M.D.,1.0,1,2943,4,
Now Is Good,Now Is Good,1.0,1,7205,6,
Conor Cruise O'Brien,an Irish politician,0.0,0,1841,3,
Documentary films,documentary film,0.5,0,2108,3,
Yes,the third largest city in the country,0.0,0,3088,4,
1957,1957,1.0,1,2593,4,
Jeremy Hunt,Jeremy Richard Streynsham Hunt,0.6666666666666666,0,2934,4,
Leicester City,Leicester City Football Club,0.6666666666666666,0,4487,5,
Super Bowl ring,Super Bowl ring,1.0,1,2197,3,
Yes,yes,1.0,1,2026,3,
Yes,yes,1.0,1,2082,3,
Royal Academy of Dramatic Art,London at the Royal Academy of Dramatic Art,0.7692307692307693,0,4347,5,
"Based on the information provided, Kansas was represented in the United States Senate first. Bob Dole represented Kansas from 1961 to 1996, and from the historical timeline, Kansas was admitted as a state on January 29, 1861, while Oklahoma was admitted much later on November 16, 1907. Kansas therefore had representation in the Senate before Oklahoma.",Kansas,0.03508771929824561,0,11981,9,
Wilderness Road,The Wilderness Road,0.8,0,2355,3,
1983,1983,1.0,1,2668,4,
4,Four,0.0,0,2993,4,
"Copenhagen and Herning, Denmark",The 2018 IIHF World Championship,0.0,0,3361,4,
JWoww (Jenni Farley),"Jenni ""JWoww"" Farley",1.0,0,4092,4,
Praise be to you,Praise be to you,1.0,1,3440,4,
Navy,Navy,1.0,1,3369,4,
Bob Edwards,Bob Edwards,1.0,1,3184,4,
Canary Islands,"Canary Islands, Spain",0.8,0,2199,3,
The Norwegian Buhund,The Norwegian Buhund,1.0,1,2941,4,
Alexander III of Russia,Emperor Alexander III,0.5714285714285715,0,6576,6,
Yellow Loveless,Yellow Loveless,1.0,1,8502,6,
Raja Gosnell,Chris Columbus,0.0,0,3153,4,
"June 21, 2016","June 21, 2016",1.0,1,2083,3,
1810,1810,1.0,1,3137,4,
Michael,Michael Grant,0.6666666666666666,0,1896,3,
"March 28, 2014","March 28, 2014",1.0,1,3107,4,
Las Vegas,Paradise and Winchester,0.0,0,1890,3,
Yes,yes,1.0,1,2816,4,
Russian classical music,classical,0.5,0,3663,4,
English,English,1.0,1,2761,4,
Aealo is an album by Rotting Christ.,Greek extreme metal band,0.0,0,1975,3,
Brendan O'Brien,Brendan O'Brien,1.0,1,2830,4,
"Charles Gounod lived past 1875, but Mikhail Glinka did not.",Charles-François Gounod,0.16666666666666669,0,6108,6,
Cheltenham & Gloucester Building Society,Cheltenham & Gloucester,0.6666666666666666,0,3565,4,
"Prince William, Duke of Cambridge",Prince William,0.5714285714285715,0,5019,5,
General Manager,General Manager,1.0,1,4210,5,
PJ Harvey,Polly Jean Harvey,0.4,0,3107,4,
Monthly,monthly,1.0,1,6372,5,
25 January 1890,25 January 1890,1.0,1,3158,4,
Marcy Playground,Marcy Playground,1.0,1,5064,5,
Robert Stevenson,Robert Stevenson,1.0,1,2940,4,
Red Ribbon at Tanghe River Park,the Red Ribbon,0.4444444444444444,0,9759,8,
"6,735","6,735",1.0,1,2810,4,
Las Vegas Valley,Las Vegas Valley,1.0,1,1785,3,
Japanese,Japanese,1.0,1,9167,7,
Highest paid child actress,highest paid child actress,1.0,1,5139,5,
Woman's Viewpoint,Woman's Viewpoint,1.0,1,2963,4,
Benjamin Wills Newton,Benjamin Wills Newton,1.0,1,9495,7,
,video games,0.0,0,15869,10,Max steps reached without final answer
Jennifer Hudson,Solange,0.0,0,2248,3,
Néstor Kirchner,Néstor Kirchner,1.0,1,4927,5,
Chinese Crested Dog,Chinese Crested Dog,1.0,1,4323,5,
No,no,1.0,1,2330,3,
"The United States Army and its forces, including those led by Henry B. Carrington who suffered major defeats at Red Cloud's hands.",Henry Beebee Carrington,0.16,0,6006,5,
Virginia Ruano Pascual,Virginia Ruano Pascual,1.0,1,2780,4,
Red Hot Chili Peppers,Red Hot Chili Peppers,1.0,1,3247,4,
English,English,1.0,1,3089,4,
