prediction,reference,f1,em,tokens_used,num_api_calls,error
The Brothers Grimm,Brothers Grimm,0.8,0,2278,3,
Bluehole,PUBG Corp.,0.0,0,3886,4,
Denny Doherty,Dennis Gerrard Stephen Doherty,0.3333333333333333,0,3284,4,
the Germs,The Go-Go's,0.5,0,2840,3,
Philippe Coutinho,Philippe Coutinho Correia,0.8,0,3795,4,
Moroni,Moroni,1.0,1,3171,4,
No,no,1.0,1,2837,3,
1981,1981,1.0,1,3111,4,
Norman Jewison,Norman Jewison,1.0,1,3209,4,
Lincolnshire Posy,Lincolnshire Posy,1.0,1,4697,4,
"""He Stopped Loving Her Today""",He Stopped Loving Her Today,1.0,1,3173,4,
Andrzej Żuławski,Andrzej Żuławski,1.0,1,2424,3,
williamsworks,williamsworks,1.0,1,3418,4,
Queer as Folk,Queer as Folk,1.0,1,4307,4,
1954,1954,1.0,1,3100,4,
magnesium ions,magnesium,0.6666666666666666,0,4276,4,
1969,1969,1.0,1,3238,4,
Iceland,Iceland,1.0,1,3473,4,
Brothers Quay,Brothers Quay,1.0,1,2870,3,
American,American,1.0,1,3071,4,
1968,1968,1.0,1,3165,4,
Huaihua,Huaihua,1.0,1,2532,3,
Harry Craft,Harry Francis Craft,0.8,0,5178,4,
Key deer,Key deer,1.0,1,2254,3,
Billy Bob Thornton,"""Billy Bob"" Thornton",1.0,1,2247,3,
Peter Whitehead,Raymond Mays,0.0,0,2889,3,
coloured lights on the sides of the building,coloured lights,0.4,0,3014,3,
Yes,yes,1.0,1,2587,3,
His portrayal of Major Frank Burns on M*A*S*H,surgeon Major Frank Burns,0.5,0,3589,4,
Denmark,Denmark,1.0,1,6167,4,
Triple Seven,"""Triple Seven""",1.0,1,2679,3,
Bralorne,Bralorne,1.0,1,2164,3,
United States Secretary of State,United States Secretary of State,1.0,1,3556,4,
Genus,genus,1.0,1,2341,3,
Grammy Award for Best Hard Rock Performance,Grammy Award,0.4444444444444445,0,3490,3,
Wang Xiaoshuai,Del Lord,0.0,0,2204,3,
Serj Tankian,Serj Tankian,1.0,1,2777,3,
a Vice documentary which was shot in 2012,a Vice documentary,0.5454545454545454,0,4904,4,
Shayaa,Shayaa Bin Abraham-Joseph,0.5,0,3185,3,
Kosači,Kosači,1.0,1,6739,6,
Frida,Frida,1.0,1,3058,4,
1400,1400 mi,0.6666666666666666,0,3369,4,
Joël Robuchon,Joël Robuchon,1.0,1,2943,3,
Bacoli,Bacoli,1.0,1,3418,4,
Yes,yes,1.0,1,7821,5,
Yes,yes,1.0,1,2409,3,
The Ugliest Pilgrim,The Ugliest Pilgrim,1.0,1,3328,4,
1986,in 1986,0.6666666666666666,0,3269,4,
Dayton's,Target Corporation,0.0,0,3406,4,
High Plains,High Plains,1.0,1,4230,4,
"approximately 45,000","45,000",0.6666666666666666,0,3645,4,
Slade,Slade,1.0,1,4030,3,
Magazines,magazine,0.0,0,2365,3,
Miss Universe,Miss Universe,1.0,1,3141,3,
Clarissa Eden,Anne Clarissa Eden,0.8,0,2720,3,
Žalgiris Kaunas,Žalgiris Kaunas.,1.0,1,3615,4,
singing training,software for singing training,0.6666666666666666,0,5004,5,
Metallica,Metallica,1.0,1,3201,4,
Yes,yes,1.0,1,2282,3,
Peter Garrett,Peter Robert Garrett,0.8,0,2335,3,
six weeks,six-week television series,0.0,0,2084,3,
No,no,1.0,1,2275,3,
,producer,0.0,0,0,0,APITimeoutError: Request timed out.
The Classic Crime,The Classic Crime,1.0,1,3451,3,
Steven Tyler,Steven Tyler,1.0,1,2502,3,
5.5 million,5.5 million,1.0,1,3636,4,
Jens Lehmann,Jens Lehmann,1.0,1,3681,3,
Will Traynor,Will Traynor,1.0,1,3336,4,
Abigail Breslin,Abigail Breslin,1.0,1,2652,3,
5,fifth,0.0,0,4223,4,
PEC Zwolle,Zwolle,0.6666666666666666,0,2262,3,
Connie Murphy,Connie Murphy,1.0,1,3644,4,
Make,Make,1.0,1,3152,4,
"his distinctive, soulful voice, eclectic mix of musical styles, and sartorial acumen",eclectic mix of musical styles,0.5882352941176471,0,4959,4,
Yahi,the Yahi tribe,0.5,0,2278,3,
Operation Nordwind,Operation North Wind,0.4,0,2446,3,
Serge Haroche,Serge Haroche,1.0,1,2462,3,
the Melvins,The Melvins,1.0,1,2395,3,
Aguecheek,Aguecheek,1.0,1,2752,3,
No,yes,0.0,0,2430,3,
Yes,yes,1.0,1,2289,3,
No,no,1.0,1,2295,3,
Polka,Polka,1.0,1,3909,4,
Bob Stoops,Bob Stoops,1.0,1,2923,3,
Marmaduke,Marmaduke,1.0,1,3102,4,
John Tardy,John Tardy,1.0,1,2194,3,
Lil' Mo,Cynthia Karen Loving,0.0,0,3379,4,
Prince of Bismarck,"Prince of Bismarck, Duke of Lauenburg",0.6666666666666666,0,4042,4,
Melbourne,Melbourne,1.0,1,3563,4,
Jungle Jim,Jungle Jim,1.0,1,3078,4,
"Theater at Madison Square Garden in New York City, New York",Theater at Madison Square Garden,0.625,0,3264,4,
Slovenian,Slovenian,1.0,1,2265,3,
I Knew You Were Trouble,I Knew You Were Trouble,1.0,1,2576,3,
,Teatro dei Fiorentini,0.0,0,0,0,APITimeoutError: Request timed out.
"September 26, 1984","September 26, 1984",1.0,1,2395,3,
2015,2015,1.0,1,7288,5,
David Connell,David Connell,1.0,1,5753,5,
,It performed disappointingly,0.0,0,0,0,APITimeoutError: Request timed out.
The Jungle Book,The Jungle Book,1.0,1,4670,3,
Yevgeny Kafelnikov,Yevgeny Aleksandrovich Kafelnikov,0.8,0,2424,3,
Queen Elizabeth-class battleships,"Queen Elizabeth""-class battleships",1.0,1,5211,5,
Weimar,Grossherzogliches (Grand Ducal) Theater,0.0,0,3409,4,
1900,1900,1.0,1,3450,4,
1980s,developed by Ivasim in 1980s,0.33333333333333337,0,2259,3,
NBC,NBC's Discovery Kids,0.0,0,3326,4,
United Kingdom,United Kingdom,1.0,1,2246,3,
"Charles Wellesley, 9th Duke of Wellington",Duke of Wellington,0.6666666666666666,0,3728,4,
The Game Plan,The Game Plan,1.0,1,2395,3,
Stargate SG-1,Twin Peaks,0.0,0,4202,3,
Tennis,tennis player,0.6666666666666666,0,2368,3,
3,three-door,0.0,0,2952,3,
Ortigas Center,Ortigas Center,1.0,1,4987,4,
"May 16, 1946","May 16, 1946",1.0,1,3055,4,
Chris Anderson,Chris Anderson,1.0,1,2132,3,
No,no,1.0,1,2301,3,
1956 to 1996,from 1956 to 1996,0.8571428571428571,0,4059,4,
Aloe,Aloe,1.0,1,3275,4,
1787,1787,1.0,1,3501,4,
Reginald Denny,Reginald Denny,1.0,1,3372,4,
Bajo de la Carpa Formation,Portezuelo Formation,0.28571428571428575,0,7143,4,
Europe,Europe,1.0,1,2101,3,
"Salford, Greater Manchester",Greater Manchester,0.8,0,3078,4,
Grade school and high school,a grade school and high school,0.9090909090909091,0,2925,3,
Alberto Zaccheroni,Alberto Zaccheroni,1.0,1,5434,5,
London Stock Exchange,the London Stock Exchange,0.8571428571428571,0,3129,4,
Dick Van Patten,Dick Van Patten,1.0,1,2511,3,
The chemical elements,all the chemical elements,0.8571428571428571,0,2320,3,
Melbourne,Melbourne,1.0,1,2384,3,
,American,0.0,0,0,0,APITimeoutError: Request timed out.
1973,1973,1.0,1,3824,4,
Alexandra Feodorovna,Alexandra Feodorovna,1.0,1,3156,4,
Las Vegas,"Las Vegas, Nevada",0.8,0,2286,3,
Cafaro Company,Cafaro Company,1.0,1,3490,3,
A-Gon,A-Gon,1.0,1,7433,5,
New Jersey,New Jersey,1.0,1,2101,3,
23 June 2013,23 June 2013.,1.0,1,2633,3,
Dean Koontz,Dean Ray Koontz,0.8,0,2488,3,
Stephen King,Stephen King,1.0,1,2265,3,
Africa,born in Africa or are of African descent,0.2222222222222222,0,5131,4,
Cheers (Drink to That),"""Cheers (Drink to That)""",1.0,1,2080,3,
Abbasid Caliphate,Tahirid dynasty,0.0,0,4961,4,
Royal Exchange Theatre and the Royal Exchange Shopping Centre,the Royal Exchange Theatre and the Royal Exchange Shopping Centre.,0.9473684210526316,0,3176,4,
No,no,1.0,1,3178,4,
No,no,1.0,1,2408,3,
Sheldon Silver,Sheldon Silver,1.0,1,3261,4,
Moscow Satyricon Theatre,Moscow Satyricon Theatre,1.0,1,2605,3,
over 80,over 80,1.0,1,4076,4,
No,no,1.0,1,2286,3,
,Ruth Madoff,0.0,0,0,0,APITimeoutError: Request timed out.
1809,1809,1.0,1,3132,4,
Australia,Australia,1.0,1,3059,4,
Peter Auty,Peter Auty,1.0,1,7360,4,
The Bronx,formerly home to the amusement park,0.25,0,3386,3,
Texas country music,Texas country music,1.0,1,3137,4,
Donald Duck,Donald Duck,1.0,1,2910,3,
Antihero,originally a villain,0.0,0,4991,4,
Film director,director,0.6666666666666666,0,2588,3,
1868 to 1914,1868 to 1914,1.0,1,3165,4,
Alex Chilton,Alexander Chilton,0.5,0,2331,3,
,his father Joshua,0.0,0,0,0,APITimeoutError: Request timed out.
Kevin Wilson,Kevin Reece Wilson,0.8,0,3337,4,
Selena Gomez,Selena Gomez,1.0,1,2958,3,
Arizona,Arizona,1.0,1,3531,4,
Lost Frequencies,Lost Frequencies,1.0,1,3304,4,
PepsiCo,the Pepsi-Cola company,0.0,0,2329,3,
5,5 days per decade,0.4,0,2541,3,
11 million,Nearly 11 million,0.8,0,3118,4,
No,no,1.0,1,2736,3,
Diabetes,diabetes,1.0,1,2401,3,
Comic Court,Comic Court,1.0,1,6301,5,
Commonwealth of England,The I'Anson Baronetcy of Bassetbury,0.25,0,5122,3,
Manhattan Project,the Manhattan Project,0.8,0,3269,4,
,yes,0.0,0,0,0,APITimeoutError: Request timed out.
Maytenus,Maytenus,1.0,1,2235,3,
Lüliang,Lüliang,1.0,1,2303,3,
No,no,1.0,1,2312,3,
Rufus Sewell,Kevin,0.0,0,3880,4,
They are both monthly magazines.,monthly,0.33333333333333337,0,2794,3,
Chuck Daly,Chuck Daly,1.0,1,4145,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,2353,3,
Yes,yes,1.0,1,2187,3,
2000,2000,1.0,1,4175,4,
Bayern Munich,Bayern Munich,1.0,1,3830,4,
Lari White,Lari Michele White,0.8,0,3857,4,
D.O.,D.O.,1.0,1,3345,4,
National Artist of the USSR,National Artist of the USSR,1.0,1,3826,4,
,Universal Pictures,0.0,0,0,0,APITimeoutError: Request timed out.
Robert Hanssen,Robert Philip Hanssen,0.8,0,2155,3,
Jacobus Arminius,Jacobus Arminius,1.0,1,6764,4,
No,no,1.0,1,2506,3,
Beverly Hills,Beverly Hills,1.0,1,3237,4,
Debra Lehrmann,Judge Debra Lehrmann,0.8,0,6440,5,
J. R. R. Tolkien,J. R. R. Tolkien,1.0,1,2416,3,
Bulbophyllum,Bulbophyllum,1.0,1,2379,3,
University of Georgia and Yale University,University of Georgia and Yale University,1.0,1,2332,3,
1967,1967,1.0,1,3418,4,
defensive end,defensive end,1.0,1,2126,3,
1982,1982,1.0,1,3470,4,
well over one-half of the land area,over one-half of the land area,0.923076923076923,0,3541,3,
Korean War,Korean War,1.0,1,2450,3,
Stratford-upon-Avon,the town of Stratford-upon-Avon,0.4,0,3342,4,
Great Britain,the island of Great Britain,0.5714285714285715,0,5037,4,
"Bill Paxton, Billy Bob Thornton, and Bridget Fonda","Bill Paxton, Billy Bob Thornton and Bridget Fonda",1.0,1,2314,3,
Paul Allen,Paul Allen,1.0,1,2113,3,
No,no,1.0,1,2323,3,
July 23 revolution,July 23 revolution,1.0,1,2617,3,
Elliptical,An elliptical galaxy,0.5,0,4099,4,
Allan,Heywood,0.0,0,3196,4,
Rigveda Wiki,Rigveda Wiki,1.0,1,5733,4,
Elizabeth,Elizabeth,1.0,1,3177,3,
Memories of Murder,Memories of Murder,1.0,1,2377,3,
Florida Atlantic,Florida Atlantic,1.0,1,3402,4,
Amsterdam Airport Schiphol,Amsterdam Airport Schiphol,1.0,1,4389,4,
Pink Gin,Pink Gin,1.0,1,2240,3,
American Civil War,American Civil War,1.0,1,2130,3,
The Operation M.D.,The Operation M.D.,1.0,1,2489,3,
Now Is Good,Now Is Good,1.0,1,2483,3,
Conor Cruise O'Brien,an Irish politician,0.0,0,2125,3,
Documentary films,documentary film,0.5,0,2498,3,
Yes,the third largest city in the country,0.0,0,3225,4,
1957,1957,1.0,1,3001,4,
Jeremy Hunt,Jeremy Richard Streynsham Hunt,0.6666666666666666,0,3168,4,
Leicester Fosse,Leicester City Football Club,0.3333333333333333,0,4120,4,
Super Bowl ring,Super Bowl ring,1.0,1,2292,3,
Yes,yes,1.0,1,2314,3,
Yes,yes,1.0,1,2479,3,
Royal Academy of Dramatic Art,London at the Royal Academy of Dramatic Art,0.7692307692307693,0,3446,4,
Kansas,Kansas,1.0,1,3924,3,
Wilderness Road,The Wilderness Road,0.8,0,2657,3,
1983,1983,1.0,1,2174,3,
4,Four,0.0,0,3884,4,
"Copenhagen and Herning, Denmark",The 2018 IIHF World Championship,0.0,0,3742,4,
JWoww,"Jenni ""JWoww"" Farley",0.5,0,2476,3,
Laudato si',Praise be to you,0.0,0,5184,4,
Navy,Navy,1.0,1,3395,4,
Bob Edwards,Bob Edwards,1.0,1,2877,3,
Canary Islands,"Canary Islands, Spain",0.8,0,2296,3,
Norwegian Buhund,The Norwegian Buhund,0.8,0,2723,3,
Alexander III,Emperor Alexander III,0.8,0,2760,3,
Yellow Loveless,Yellow Loveless,1.0,1,3022,3,
Raja Gosnell,Chris Columbus,0.0,0,3276,4,
"June 21, 2016","June 21, 2016",1.0,1,3132,4,
1810,1810,1.0,1,3322,4,
Michael Grant,Michael Grant,1.0,1,3238,4,
"March 28, 2014","March 28, 2014",1.0,1,3471,4,
Las Vegas,Paradise and Winchester,0.0,0,2167,3,
Yes,yes,1.0,1,2375,3,
Russian classical music,classical,0.5,0,2924,3,
English,English,1.0,1,3160,4,
Aealo is an album by Rotting Christ.,Greek extreme metal band,0.0,0,5341,4,
Brendan O'Brien,Brendan O'Brien,1.0,1,2308,3,
Charles Gounod,Charles-François Gounod,0.5,0,2535,3,
Cheltenham & Gloucester Building Society,Cheltenham & Gloucester,0.6666666666666666,0,2239,3,
Prince William,Prince William,1.0,1,4580,4,
General Manager,General Manager,1.0,1,4499,5,
PJ Harvey,Polly Jean Harvey,0.4,0,3108,4,
Monthly,monthly,1.0,1,4542,4,
25 January 1890,25 January 1890,1.0,1,3089,4,
Marcy Playground,Marcy Playground,1.0,1,5092,5,
Robert Stevenson,Robert Stevenson,1.0,1,2691,3,
The Red Ribbon,the Red Ribbon,1.0,1,5559,4,
"6,735","6,735",1.0,1,3242,4,
Las Vegas Valley,Las Vegas Valley,1.0,1,2112,3,
Japanese,Japanese,1.0,1,2440,3,
highest paid child actress,highest paid child actress,1.0,1,3555,4,
Woman's Viewpoint,Woman's Viewpoint,1.0,1,2255,3,
Benjamin Wills Newton,Benjamin Wills Newton,1.0,1,4921,4,
Video games,video games,1.0,1,4005,4,
Jennifer Hudson,Solange,0.0,0,5474,4,
Néstor Kirchner,Néstor Kirchner,1.0,1,2175,3,
Chinese Crested Dog,Chinese Crested Dog,1.0,1,2709,3,
No,no,1.0,1,2556,3,
the United States,Henry Beebee Carrington,0.0,0,5586,4,
Virginia Ruano Pascual,Virginia Ruano Pascual,1.0,1,2348,3,
Red Hot Chili Peppers,Red Hot Chili Peppers,1.0,1,2392,3,
English,English,1.0,1,3254,4,
athletics director,athletics director,1.0,1,4537,4,
1727,1727,1.0,1,2450,3,
211 Central Park West,211 Central Park West,1.0,1,5946,5,
No,no,1.0,1,2413,3,
Trey Parker and Matt Stone,Trey Parker and Matt Stone,1.0,1,3313,4,
Lombardy,"Lombardy, northern Italy",0.5,0,3003,4,
Justin Chancellor,Justin Chancellor,1.0,1,3377,4,
Higbee's,Higbee's,1.0,1,2706,3,
Donald Trump,Donald Trump,1.0,1,2631,3,
Hong Kong Stock Exchange,The Stock Exchange of Hong Kong Limited,0.7272727272727273,0,3394,4,
Alexandre Aja,Alexandre Aja,1.0,1,3556,4,
Australia,"New South Wales, Australia",0.4,0,2113,3,
1651,in 1651,0.6666666666666666,0,4875,4,
1914,1914,1.0,1,2363,3,
Asa Candler,Asa Candler,1.0,1,2317,3,
Yes,yes,1.0,1,2266,3,
Alex Garland,Alex Garland,1.0,1,2413,3,
Landscape with Obelisk,Landscape with Obelisk is painting by Dutch artist Govert Flinck,0.4615384615384615,0,4836,4,
Labatt Open,Labatt Brewing Company,0.4,0,3228,4,
"Norway, Sweden, Finland, Denmark, Iceland, and the Faroe Islands","Norway, Sweden, Finland, Denmark, Iceland and the Faroe Islands",1.0,1,3358,4,
New Holland,New Holland,1.0,1,3058,4,
Peter Rufai,Peter Rufai,1.0,1,3414,4,
Peter Rees,Peter Rees,1.0,1,2677,3,
1856,1856,1.0,1,3324,4,
Ogunquit,Ogunquit,1.0,1,3302,4,
10 August 1397,10 August 139727,0.6666666666666666,0,3589,4,
The section around the crossing of the River Ribble,The section around the crossing of the River Ribble,1.0,1,4637,5,
"Elmhurst, Illinois","Elmhurst, Illinois",1.0,1,3994,4,
Free Wired,Free Wired,1.0,1,3528,4,
Changchun,Changchun,1.0,1,2395,3,
Sam Bradford,Samuel Jacob Bradford,0.4,0,3588,4,
Brenda VanLengen,Brenda VanLengen,1.0,1,2433,3,
No,no,1.0,1,2300,3,
"Lt. Robin Crusoe, U.S.N.",Lt. Robin Crusoe USN,1.0,1,2367,3,
"2,956","2,956",1.0,1,4630,5,
"Thomas Howard, 21st Earl of Arundel","Thomas Howard, 21st Earl of Arundel",1.0,1,5154,5,
Assata Shakur,Assata Shakur,1.0,1,2472,3,
Basque pelota,Basque pelota,1.0,1,3308,4,
Radio,radio,1.0,1,3132,4,
Cleveland,Cleveland,1.0,1,3269,4,
Betty Lynn,Betty Lynn,1.0,1,2751,3,
Steven Gould,Steven Gould,1.0,1,4026,4,
Lisbon,Lisbon,1.0,1,2087,3,
Michigan,Michigan,1.0,1,2614,3,
Aurangabad,Aurangabad,1.0,1,3459,4,
9,nine,0.0,0,3627,4,
No,no,1.0,1,4218,4,
Jean-Pierre Jeunet and Marc Caro,Jean-Pierre Jeunet and Marc,0.888888888888889,0,3047,4,
Yes,yes,1.0,1,3916,4,
银翼杀手,2048: No Escape or 2048: Nowhere to Escape,0.0,0,4482,3,
John Hager,John Hager,1.0,1,3767,4,
3 years,from 1971–74,0.0,0,5458,4,
No,no,1.0,1,2289,3,
6,sixth,0.0,0,4367,4,
Bradley Cooper,Bradley Charles Cooper,0.8,0,4425,4,
Deutschlandlied,Deutschlandlied,1.0,1,2188,3,
Starman and Robin,"""Starman"" and ""Robin""",1.0,1,3582,4,
Panzer VII Maus,Panzerkampfwagen VIII Maus,0.3333333333333333,0,3208,3,
10,ten years,0.0,0,2703,3,
Dickran Tevrizian,Dickran M. Tevrizian Jr.,0.6666666666666666,0,2211,3,
Mary Patterson,Mary Patterson,1.0,1,4828,5,
The Third Jewish–Roman War,Second Revolt of Judea,0.0,0,3891,4,
United Kingdom,the United Kingdom,0.8,0,3257,4,
Margaret Court Arena,Margaret Court Arena,1.0,1,3448,4,
Nick Carter,Nick Carter,1.0,1,6784,5,
1926,1926,1.0,1,3224,4,
Gangnam,Gangnam district,0.6666666666666666,0,3552,4,
University of Oklahoma,University of Oklahoma,1.0,1,3180,4,
The Genesis Flood,The Genesis Flood: The Biblical Record and its Scientific Implications,0.4615384615384615,0,2556,3,
362 km,362 km,1.0,1,3011,4,
No,no,1.0,1,2137,3,
Reality television,reality television,1.0,1,2420,3,
1850,1850,1.0,1,3961,4,
Australia,South America,0.0,0,7073,4,
Bryan Beller,Bryan Beller,1.0,1,3031,3,
Battle of Monmouth,Battle of Monmouth,1.0,1,2542,3,
Neil Abercrombie,Neil Abercrombie,1.0,1,3608,4,
Yes,yes,1.0,1,2279,3,
Midfielder,midfielder,1.0,1,2369,3,
Benin,Benin,1.0,1,2100,3,
Yes,yes,1.0,1,2232,3,
Levi's Stadium,Levi's Stadium,1.0,1,3452,4,
21 Demands,21 Demands,1.0,1,3155,4,
China,China,1.0,1,2253,3,
,Julio Saraceni,0.0,0,0,0,APITimeoutError: Request timed out.
"Upton, New York","Upton, New York",1.0,1,3537,4,
"Daytona Beach, Florida","Daytona Beach, Florida",1.0,1,2958,3,
gay sex,"gay sex, and the gay bear subculture",0.4444444444444445,0,2913,3,
American,American,1.0,1,3375,4,
Statesboro,"Statesboro, Georgia",0.6666666666666666,0,2215,3,
its deep blue color and water clarity,deep blue color,0.6,0,3418,4,
,English actress,0.0,0,0,0,APITimeoutError: Request timed out.
Yes,yes,1.0,1,2405,3,
European countries,Europe,0.0,0,4836,4,
Crenshaw,"""Crenshaw""",1.0,1,3791,4,
Boomerang,Boomerang Latin America,0.5,0,4177,4,
Wildflower,album,0.0,0,4193,3,
1987 to 1993,from 1987 to 1993,0.8571428571428571,0,4038,4,
Yes,yes,1.0,1,2273,3,
Yes,yes,1.0,1,2358,3,
Clint Eastwood,Clinton Eastwood Jr.,0.4,0,3811,4,
Rafael Nadal,"Rafael ""Rafa"" Nadal Parera",0.6666666666666666,0,2469,3,
Personal computer,computers,0.0,0,3483,3,
They are both deep-fried.,fried,0.0,0,2398,3,
Alan Parker,"Alan Parker,",1.0,1,3041,4,
Dante,Dante Bonfim Costa Santos (born 18 October 1983),0.2222222222222222,0,3291,3,
American,American,1.0,1,3073,4,
,With the Giants he won Super Bowl XLVI,0.0,0,0,0,APITimeoutError: Request timed out.
2,two,0.0,0,3224,4,
centre-back,centre-back,1.0,1,2958,4,
New York,New York,1.0,1,3406,4,
National Harbor,National Harbor,1.0,1,2137,3,
Wiliwili,Acacia koa,0.0,0,5371,4,
Washington,Washington,1.0,1,3204,4,
Super Bowl I,Super Bowl I,1.0,1,2597,3,
WaMu Theatre at Madison Square Garden in New York City,the WaMu Theatre,0.30769230769230765,0,3366,4,
,Rashi Bunny,0.0,0,0,0,APITimeoutError: Request timed out.
Yes,yes,1.0,1,2314,3,
Upper Peninsula,The Upper Peninsula,0.8,0,2614,3,
Miami Gardens,"Glendale, Arizona",0.0,0,2254,3,
Métis,Métis,1.0,1,2466,3,
crowned King of England,crowned,0.4,0,4313,4,
19 October 1940,19 October 1940,1.0,1,2425,3,
Push th' Little Daisies,Push th' Little Daisies,1.0,1,3456,4,
Cable,Cable,1.0,1,2401,3,
James Bridges,James Bridges,1.0,1,2385,3,
Hogan's Heroes,Hogan's Heroes,1.0,1,2281,3,
Alan Ameche,Alan Ameche,1.0,1,2625,3,
No,no,1.0,1,2009,3,
