prediction,reference,f1,em,tokens_used,num_api_calls,error
"September 26, 1984","September 26, 1984",1.0,1,4619,4,
2015,2015,1.0,1,18977,7,
David Connell,David Connell,1.0,1,9411,6,
,It performed disappointingly,0.0,0,1603,1,Actor failed: APITimeoutError: Request timed out.
The Jungle Book,The Jungle Book,1.0,1,11854,5,
Yevgeny Kafelnikov,Yevgeny Aleksandrovich Kafelnikov,0.8,0,4600,4,
Queen Elizabeth-class battleships,"Queen Elizabeth""-class battleships",1.0,1,5312,4,
Weimar at the Grossherzogliches Theater,Grossherzogliches (Grand Ducal) Theater,0.4444444444444445,0,6192,5,
1900,1900,1.0,1,6483,5,
1980s,developed by Ivasim in 1980s,0.33333333333333337,0,4228,4,
NBC,NBC's Discovery Kids,0.0,0,6622,5,
,United Kingdom,0.0,0,1623,1,Actor failed: APITimeoutError: Request timed out.
"Arthur Charles Valerian Wellesley, 9th Duke of Wellington",Duke of Wellington,0.5454545454545454,0,6488,5,
The Game Plan,The Game Plan,1.0,1,4651,4,
Twin Peaks,Twin Peaks,1.0,1,10396,5,
Tennis,tennis player,0.6666666666666666,0,4520,4,
3,three-door,0.0,0,5915,4,
,Ortigas Center,0.0,0,4385,1,Actor failed: APITimeoutError: Request timed out.
"May 16, 1946","May 16, 1946",1.0,1,5437,5,
Chris Anderson,Chris Anderson,1.0,1,3998,4,
No,no,1.0,1,5251,4,
1956 to 1996,from 1956 to 1996,0.8571428571428571,0,6760,5,
Aloe,Aloe,1.0,1,12731,8,
1787,1787,1.0,1,5491,4,
Reginald Denny,Reginald Denny,1.0,1,5737,5,
Bajo de la Carpa Formation,Portezuelo Formation,0.28571428571428575,0,10064,4,
Europe,Europe,1.0,1,5908,5,
"Salford, Greater Manchester",Greater Manchester,0.8,0,5526,5,
grade school and high school,a grade school and high school,0.9090909090909091,0,5408,4,
Alberto Zaccheroni,Alberto Zaccheroni,1.0,1,8412,5,
London Stock Exchange,the London Stock Exchange,0.8571428571428571,0,5431,5,
Dick Van Patten,Dick Van Patten,1.0,1,4672,4,
The chemical elements,all the chemical elements,0.8571428571428571,0,4360,4,
Melbourne,Melbourne,1.0,1,4419,4,
They are both singers.,American,0.0,0,21079,5,
1973,1973,1.0,1,8545,5,
Alexandra Feodorovna,Alexandra Feodorovna,1.0,1,4942,4,
Las Vegas,"Las Vegas, Nevada",0.8,0,4763,4,
"Based on the provided documents, the mall with a Books-A-Million (BAM!) store is the **Huntington Mall** (located in West Virginia), which is owned by the **Cafaro Company** (based in Youngstown, Ohio).",Cafaro Company,0.12121212121212122,0,9713,5,
A-Gon,A-Gon,1.0,1,5783,4,
New Jersey,New Jersey,1.0,1,4147,4,
23 June 2013,23 June 2013.,1.0,1,5146,4,
Dean Koontz,Dean Ray Koontz,0.8,0,4731,4,
Stephen King,Stephen King,1.0,1,5085,4,
Africa,born in Africa or are of African descent,0.2222222222222222,0,11121,5,
Cheers (Drink to That),"""Cheers (Drink to That)""",1.0,1,5890,5,
Abbasid dynasty,Tahirid dynasty,0.5,0,5847,4,
The Royal Exchange Theatre and the Royal Exchange Shopping Centre,the Royal Exchange Theatre and the Royal Exchange Shopping Centre.,1.0,1,5281,5,
"No, neither *Nicotiana* nor *Encyclia* is a genus of pine trees. *Nicotiana* is a genus of herbaceous plants and shrubs in the nightshade family (commonly known as tobacco), while *Encyclia* is a genus of orchids. Pine trees belong to the genus *Pinus*.",no,0.046511627906976744,0,4906,4,
"No, *The One Percent* is from the United States and *Air Force, Incorporated* is from Argentina.",no,0.11764705882352941,0,6407,4,
Sheldon Silver,Sheldon Silver,1.0,1,5800,5,
The Moscow Satyricon Theatre,Moscow Satyricon Theatre,0.8571428571428571,0,5160,4,
over 80,over 80,1.0,1,6429,5,
No,no,1.0,1,4224,4,
Ruth Madoff,Ruth Madoff,1.0,1,5464,4,
1809,1809,1.0,1,5404,5,
Australia,Australia,1.0,1,5207,5,
Peter Auty,Peter Auty,1.0,1,7325,5,
Freedomland U.S.A. was an amusement park located in the Baychester neighborhood of the Bronx.,formerly home to the amusement park,0.3,0,6626,4,
Texas country music,Texas country music,1.0,1,4339,4,
Donald Duck,Donald Duck,1.0,1,5604,4,
"A criminal (originally a villain, later an antihero)",originally a villain,0.5454545454545454,0,6303,4,
Film director,director,0.6666666666666666,0,4978,4,
1868 to 1914,1868 to 1914,1.0,1,5484,5,
Alex Chilton,Alexander Chilton,0.5,0,4480,4,
Joshua son of Sirach,his father Joshua,0.28571428571428575,0,17784,8,
Kevin Wilson,Kevin Reece Wilson,0.8,0,6130,5,
,Selena Gomez,0.0,0,5452,1,Actor failed: APITimeoutError: Request timed out.
Arizona,Arizona,1.0,1,4395,4,
Lost Frequencies,Lost Frequencies,1.0,1,4606,4,
PepsiCo,the Pepsi-Cola company,0.0,0,4580,4,
5,5 days per decade,0.4,0,5136,4,
11 million,Nearly 11 million,0.8,0,5510,5,
No,no,1.0,1,5308,4,
Diabetes,diabetes,1.0,1,4952,4,
Comic Court,Comic Court,1.0,1,7916,5,
Commonwealth of England,The I'Anson Baronetcy of Bassetbury,0.25,0,11354,4,
Manhattan Project,the Manhattan Project,0.8,0,5642,5,
No,yes,0.0,0,13325,6,
Maytenus,Maytenus,1.0,1,4789,4,
Lüliang has a larger population.,Lüliang,0.33333333333333337,0,4854,4,
"No, the Shiba Inu is a small breed, while the Leonberger is a giant breed.",no,0.125,0,4953,4,
Rufus Sewell,Kevin,0.0,0,9135,6,
They are both magazines.,monthly,0.0,0,12015,6,
Chuck Daly,Chuck Daly,1.0,1,5763,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,4543,4,
Yes,yes,1.0,1,4289,4,
2000,2000,1.0,1,6983,5,
Bayern Munich,Bayern Munich,1.0,1,6776,5,
Lari White,Lari Michele White,0.8,0,7127,4,
D.O.,D.O.,1.0,1,6091,5,
National Artist of the USSR,National Artist of the USSR,1.0,1,6625,5,
Universal Pictures,Universal Pictures,1.0,1,9053,5,
Robert Hanssen,Robert Philip Hanssen,0.8,0,4411,4,
Jacobus Arminius,Jacobus Arminius,1.0,1,12123,5,
No.,no,1.0,1,5277,4,
Beverly Hills,Beverly Hills,1.0,1,5391,5,
Debra Lehrmann,Judge Debra Lehrmann,0.8,0,7924,5,
J. R. R. Tolkien,J. R. R. Tolkien,1.0,1,4629,4,
Bulbophyllum,Bulbophyllum,1.0,1,4481,4,
University of Georgia and Yale University,University of Georgia and Yale University,1.0,1,4715,4,
1967,1967,1.0,1,5834,5,
Defensive end,defensive end,1.0,1,3944,4,
1982,1982,1.0,1,5012,4,
"Based on the provided documents, the longest river in North America is the Missouri River. The portion of South Dakota located west of the Missouri River (known as the West River region) comprises **well over one-half of the land area and between one-quarter and one-third of the population** of the state.",over one-half of the land area,0.21052631578947367,0,5611,4,
Korean War,Korean War,1.0,1,4966,4,
Stratford-upon-Avon,the town of Stratford-upon-Avon,0.4,0,5618,5,
Great Britain,the island of Great Britain,0.5714285714285715,0,6813,4,
"Bill Paxton, Billy Bob Thornton, and Bridget Fonda","Bill Paxton, Billy Bob Thornton and Bridget Fonda",1.0,1,4669,4,
Paul Allen,Paul Allen,1.0,1,5639,5,
No,no,1.0,1,4715,4,
July 23 revolution,July 23 revolution,1.0,1,5668,4,
Elliptical,An elliptical galaxy,0.5,0,5061,4,
Allan,Heywood,0.0,0,5657,5,
Rigveda Wiki,Rigveda Wiki,1.0,1,11782,7,
Elizabeth,Elizabeth,1.0,1,5527,4,
Memories of Murder,Memories of Murder,1.0,1,4544,4,
Florida Atlantic,Florida Atlantic,1.0,1,6182,5,
Amsterdam Airport Schiphol,Amsterdam Airport Schiphol,1.0,1,6652,5,
Pink Gin,Pink Gin,1.0,1,4455,4,
American Civil War,American Civil War,1.0,1,4426,4,
The Operation M.D.,The Operation M.D.,1.0,1,4835,4,
Now Is Good,Now Is Good,1.0,1,4975,4,
Conor Cruise O'Brien,an Irish politician,0.0,0,4111,4,
Documentary films,documentary film,0.5,0,5860,4,
Yes,the third largest city in the country,0.0,0,5447,4,
1957,1957,1.0,1,5415,5,
Jeremy Hunt,Jeremy Richard Streynsham Hunt,0.6666666666666666,0,5827,5,
Leicester Fosse,Leicester City Football Club,0.3333333333333333,0,5979,4,
Super Bowl ring,Super Bowl ring,1.0,1,6902,5,
Yes,yes,1.0,1,4596,4,
Yes,yes,1.0,1,4801,4,
Royal Academy of Dramatic Art,London at the Royal Academy of Dramatic Art,0.7692307692307693,0,6484,5,
Kansas,Kansas,1.0,1,7446,4,
,The Wilderness Road,0.0,0,2924,1,Actor failed: APITimeoutError: Request timed out.
1983,1983,1.0,1,5308,5,
4,Four,0.0,0,11022,5,
"Copenhagen and Herning, Denmark",The 2018 IIHF World Championship,0.0,0,6286,5,
JWoww,"Jenni ""JWoww"" Farley",0.5,0,7142,4,
Laudato si',Praise be to you,0.0,0,8018,5,
Navy,Navy,1.0,1,4882,4,
Bob Edwards,Bob Edwards,1.0,1,5806,4,
Canary Islands,"Canary Islands, Spain",0.8,0,4475,4,
Norwegian Buhund,The Norwegian Buhund,0.8,0,6971,4,
Alexander III,Emperor Alexander III,0.8,0,4862,4,
Yellow Loveless,Yellow Loveless,1.0,1,6195,4,
Raja Gosnell,Chris Columbus,0.0,0,5679,5,
"June 21, 2016","June 21, 2016",1.0,1,6219,5,
1810,1810,1.0,1,5751,5,
Michael Grant,Michael Grant,1.0,1,5927,5,
"March 28, 2014","March 28, 2014",1.0,1,5925,5,
Las Vegas,Paradise and Winchester,0.0,0,4329,4,
"Yes, both movies were released in 2009.",yes,0.25,0,4991,4,
Russian classical music,classical,0.5,0,6893,4,
English,English,1.0,1,5679,5,
Season of Mist,Greek extreme metal band,0.0,0,11017,6,
Brendan O'Brien,Brendan O'Brien,1.0,1,4481,4,
Charles Gounod,Charles-François Gounod,0.5,0,5711,4,
Cheltenham & Gloucester Building Society,Cheltenham & Gloucester,0.6666666666666666,0,4765,4,
"Prince William, Duke of Cambridge",Prince William,0.5714285714285715,0,7599,5,
General Manager,General Manager,1.0,1,5641,5,
PJ Harvey,Polly Jean Harvey,0.4,0,4930,4,
Monthly,monthly,1.0,1,7130,5,
25 January 1890,25 January 1890,1.0,1,5749,5,
Marcy Playground,Marcy Playground,1.0,1,5613,4,
Robert Stevenson,Robert Stevenson,1.0,1,4796,4,
the Red Ribbon,the Red Ribbon,1.0,1,8633,5,
"6,735","6,735",1.0,1,5468,5,
Las Vegas Valley,Las Vegas Valley,1.0,1,3949,4,
Japanese,Japanese,1.0,1,4641,4,
highest paid child actress,highest paid child actress,1.0,1,5223,4,
Woman's Viewpoint,Woman's Viewpoint,1.0,1,4241,4,
Benjamin Wills Newton,Benjamin Wills Newton,1.0,1,8048,5,
Video games,video games,1.0,1,9100,6,
Jennifer Hudson,Solange,0.0,0,8484,5,
Néstor Kirchner,Néstor Kirchner,1.0,1,5384,4,
,Chinese Crested Dog,0.0,0,1448,1,Actor failed: APITimeoutError: Request timed out.
No,no,1.0,1,5350,4,
"Based on the provided documents, Red Cloud defeated the **United States Army**, specifically suffering a major defeat at the hands of Colonel **Henry B. Carrington** (as well as Captain William Fetterman at the Fetterman Fight).",Henry Beebee Carrington,0.10526315789473684,0,10524,5,
Virginia Ruano Pascual,Virginia Ruano Pascual,1.0,1,4379,4,
Red Hot Chili Peppers,Red Hot Chili Peppers,1.0,1,6181,5,
English,English,1.0,1,5653,5,
Athletics director,athletics director,1.0,1,7038,5,
1727,1727,1.0,1,5884,5,
,211 Central Park West,0.0,0,1490,1,Actor failed: APITimeoutError: Request timed out.
No,no,1.0,1,4821,4,
Trey Parker and Matt Stone,Trey Parker and Matt Stone,1.0,1,5586,5,
Lombardy,"Lombardy, northern Italy",0.5,0,5268,5,
Justin Chancellor,Justin Chancellor,1.0,1,4424,4,
Higbee's,Higbee's,1.0,1,6996,5,
Donald Trump,Donald Trump,1.0,1,5069,4,
Hong Kong Stock Exchange,The Stock Exchange of Hong Kong Limited,0.7272727272727273,0,7383,5,
,Alexandre Aja,0.0,0,2657,1,Actor failed: APITimeoutError: Request timed out.
Australia,"New South Wales, Australia",0.4,0,4079,4,
1651,in 1651,0.6666666666666666,0,6880,4,
1914,1914,1.0,1,2632,2,
Asa Candler,Asa Candler,1.0,1,6883,5,
Yes,yes,1.0,1,4571,4,
Alex Garland,Alex Garland,1.0,1,4075,4,
Landscape with Obelisk,Landscape with Obelisk is painting by Dutch artist Govert Flinck,0.4615384615384615,0,9451,5,
Labatt Open,Labatt Brewing Company,0.4,0,4573,4,
"Norway, Sweden, Finland, Denmark, Iceland, and the Faroe Islands","Norway, Sweden, Finland, Denmark, Iceland and the Faroe Islands",1.0,1,4846,4,
New Holland,New Holland,1.0,1,5516,5,
Peter Rufai,Peter Rufai,1.0,1,6064,5,
Peter Rees,Peter Rees,1.0,1,5987,4,
1856,1856,1.0,1,5612,5,
Ogunquit,Ogunquit,1.0,1,4890,4,
10 August 1397,10 August 139727,0.6666666666666666,0,6686,5,
The section around the crossing of the River Ribble,The section around the crossing of the River Ribble,1.0,1,6857,5,
"Elmhurst, Illinois","Elmhurst, Illinois",1.0,1,7112,5,
Free Wired,Free Wired,1.0,1,5982,5,
Changchun,Changchun,1.0,1,5010,4,
Sam Bradford,Samuel Jacob Bradford,0.4,0,6882,5,
Brenda VanLengen,Brenda VanLengen,1.0,1,4919,4,
"No, only Mathieu Kassovitz is an actor; Waris Hussein is a director.",no,0.15384615384615385,0,4793,4,
"Lt. Robin Crusoe, U.S.N.",Lt. Robin Crusoe USN,1.0,1,4451,4,
"2,956","2,956",1.0,1,6021,5,
"Thomas Howard, 21st Earl of Arundel","Thomas Howard, 21st Earl of Arundel",1.0,1,8447,5,
Assata Shakur,Assata Shakur,1.0,1,5997,5,
Basque pelota,Basque pelota,1.0,1,6035,5,
Radio,radio,1.0,1,5559,5,
"Cleveland, Ohio",Cleveland,0.6666666666666666,0,6227,5,
,Betty Lynn,0.0,0,1931,1,Actor failed: APITimeoutError: Request timed out.
Steven Gould,Steven Gould,1.0,1,6224,4,
Lisbon,Lisbon,1.0,1,4247,4,
Michigan,Michigan,1.0,1,5398,4,
Aurangabad,Aurangabad,1.0,1,4750,4,
9,nine,0.0,0,6872,5,
No.,no,1.0,1,6201,4,
Jean-Pierre Jeunet and Marc Caro,Jean-Pierre Jeunet and Marc,0.888888888888889,0,5739,5,
Yes,yes,1.0,1,5731,4,
,2048: No Escape or 2048: Nowhere to Escape,0.0,0,2033,1,Actor failed: APITimeoutError: Request timed out.
John Hager,John Hager,1.0,1,6146,4,
3 years,from 1971–74,0.0,0,7764,4,
No,no,1.0,1,4578,4,
6th,sixth,0.0,0,6554,4,
,Bradley Charles Cooper,0.0,0,6168,1,Actor failed: APITimeoutError: Request timed out.
Deutschlandlied,Deutschlandlied,1.0,1,4149,4,
Starman and Robin,"""Starman"" and ""Robin""",1.0,1,6153,5,
Panzer VII Maus,Panzerkampfwagen VIII Maus,0.3333333333333333,0,6070,4,
10 years,ten years,0.5,0,6852,5,
Dickran Tevrizian,Dickran M. Tevrizian Jr.,0.6666666666666666,0,4313,4,
Mary Patterson,Mary Patterson,1.0,1,14021,9,
The Second Revolt of Judea,Second Revolt of Judea,0.888888888888889,0,6552,5,
United Kingdom,the United Kingdom,0.8,0,5502,5,
Margaret Court Arena,Margaret Court Arena,1.0,1,5172,4,
,Nick Carter,0.0,0,29056,15,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
1926,1926,1.0,1,5479,5,
Gangnam,Gangnam district,0.6666666666666666,0,6463,5,
University of Oklahoma,University of Oklahoma,1.0,1,6043,5,
The Genesis Flood,The Genesis Flood: The Biblical Record and its Scientific Implications,0.4615384615384615,0,5180,4,
362 km,362 km,1.0,1,5565,5,
No,no,1.0,1,4040,4,
Reality television,reality television,1.0,1,5226,4,
1850,1850,1.0,1,7320,5,
Australia,South America,0.0,0,9753,4,
Bryan Beller,Bryan Beller,1.0,1,7384,5,
Battle of Monmouth,Battle of Monmouth,1.0,1,5017,4,
Neil Abercrombie,Neil Abercrombie,1.0,1,5849,4,
"Yes, both Ulrich Seidl and Amir Naderi are film directors.",yes,0.18181818181818182,0,4365,4,
Midfielder,midfielder,1.0,1,5761,5,
Benin,Benin,1.0,1,5594,5,
"Yes, both Thomas Keneally and Peter Straub are novelists.",yes,0.19999999999999998,0,4515,4,
Levi's Stadium,Levi's Stadium,1.0,1,6144,5,
21 Demands,21 Demands,1.0,1,5887,5,
China,China,1.0,1,4403,4,
Julio Saraceni,Julio Saraceni,1.0,1,8801,5,
"Upton, New York","Upton, New York",1.0,1,5661,5,
"Daytona Beach, Florida","Daytona Beach, Florida",1.0,1,5661,4,
Gay sex,"gay sex, and the gay bear subculture",0.4444444444444445,0,5673,4,
American,American,1.0,1,5808,5,
Statesboro,"Statesboro, Georgia",0.6666666666666666,0,4034,4,
its deep blue color and water clarity,deep blue color,0.6,0,5176,4,
